symbol,period,year,cash_only,total_non_current_assets,total_assets,total_current_liabilities,total_liabilities,stockholders_equity,total_equity,total_revenue,gross_income,pretax_income,operating_income,net_income,net_operating_cash_flow
KKES.JK,tw1,2024,1393896943,18383060078.0,126779308568,51495611530.0,60421709884,66357598684,66357598684,56994298708.0,8322075686.0,-189683796.0,-166611042,-166611042,-3345523888
KKES.JK,tw2,2024,1361287328,16844364285.0,125416824541,50275411326.0,59396441676,66020382865,66020382865,113424867917.0,16933250355.0,-583159379.0,-503826861,-503826861,-6604235799
MDKI.JK,tw1,2024,206540000000,673027000000.0,1075193000000,65716000000.0,101182000000,958998000000,974011000000,85017000000.0,20786000000.0,11217000000.0,9046000000,9046000000,-11655000000
MDKI.JK,tw2,2024,209734000000,665520000000.0,1058636000000,78938000000.0,112749000000,931092000000,945887000000,149494000000.0,33724000000.0,14302000000.0,11724000000,11724000000,-1674000000
LION.JK,tw1,2024,99958069766,261781920946.0,724142432972,136575822132.0,228165502804,495976930168,495976930168,96643601117.0,32134102006.0,6290232853.0,4593274580,4593274580,40291428280
LION.JK,tw2,2024,99068578614,266966779567.0,682720784040,113214212107.0,192928037161,489792746879,489792746879,218001051090.0,46544109623.0,-1172869344.0,-1590908709,-1590908709,62644222416
NAYZ.JK,tw2,2024,11457764128,40487848362.0,75534569835,3587336919.0,3998052693,71536940002,71536517142,25395148558.0,6637607932.0,1534736965.0,1189224235,1189224235,522182104
CBRE.JK,tw1,2024,8571708291,325916772528.0,358154105842,35194244688.0,187526544548,170627561294,170627561294,15098281935.0,7803310539.0,2125846084.0,1944666701,1944666701,884304696
LAJU.JK,tw1,2024,47785965313,109414973492.0,190794503692,32172615746.0,59207067871,131587435821,131587435821,43101983315.0,8153465497.0,3251979245.0,2602866409,2602866409,2736319466
LAJU.JK,tw2,2024,49535785359,118221759988.0,198684748687,38183058527.0,67882023803,130802724884,130802724884,86936145381.0,16873572512.0,4781546660.0,3725211230,3725211230,7553218575
KDSI.JK,tw1,2024,111438801493,505732199074.0,1194546470290,261080673133.0,384465038881,810081428542,810081431409,502657823494.0,90644708416.0,36282558731.0,26804269416,26804269416,22095730553
KDSI.JK,tw2,2024,46198353329,504479394983.0,1176175559009,287099280857.0,391506637066,784668919007,784668921943,995592249879.0,167899342865.0,58038866309.0,41470607212,41470607212,28208612080
MPXL.JK,tw1,2024,187184558,133363442479.0,169120101587,25953346813.0,75547546946,93567375158,93572554641,45426736204.0,9958522502.0,5220137295.0,4080525741,4080525741,-3805835180
MPXL.JK,tw2,2024,561269503,129202794616.0,168695077343,26199341814.0,72830798543,95857795144,95864278800,97065755655.0,18969169514.0,9148990749.0,7360178967,7360178967,-4256163829
RCCC.JK,tw1,2024,804408573,83366032920.0,97222199905,25132117087.0,53695323930,43526875975,43526875975,20264414422.0,5543309186.0,969620239.0,824474746,824474746,429448399
RCCC.JK,tw2,2024,429775328,87543927162.0,98454613693,23931501848.0,54532079124,43922534569,43922534569,38047089148.0,10344132076.0,1556992531.0,1220133340,1220133340,5022540357
PURI.JK,tw1,2024,19003877249,30111044151.0,388204544549,248970101073.0,263842652882,98975707111,124361891667,2421594388.0,950924542.0,-3792461860.0,-3792461860,-3792461860,-5163065721
PURI.JK,tw2,2024,17740543425,29413047772.0,398562159290,263321921646.0,278194473455,95462536179,120367685835,7739077457.0,2668003206.0,-7786667692.0,-7786667692,-7786667692,-14583352584
AKKU.JK,tw1,2024,5601812519,39494908693.0,717815842826,214279139108.0,287819979435,429996233144,429995863391,1641317466.0,1634177466.0,-272320766.0,-272320766,-272320766,-127790892
AKKU.JK,tw2,2024,5593585113,39447762517.0,718209061686,215157068760.0,288731029269,429478477948,429478032417,3729070773.0,3718020773.0,-790151740.0,-790151740,-790151740,-135651745
KOCI.JK,tw1,2024,26180482239,67878718938.0,139909527933,11640553170.0,12435553866,127473974067,127473974067,20694622747.0,8861076503.0,6338415037.0,6032380760,6032380760,8941093717
KOCI.JK,tw2,2024,29925591835,68064534836.0,150490588558,16943038832.0,17743996738,132746591820,132746591820,38537145268.0,16781718760.0,11884487363.0,11304998513,11304998513,9333553148
AGAR.JK,tw1,2024,5619872386,54389631339.0,200206890382,87482310825.0,95083676465,105123266240,105123213917,75341257384.0,6791991098.0,-1842558839.0,-1842558839,-1842558839,-5544030129
AGAR.JK,tw2,2024,14047355680,54542236450.0,197570291330,84940338169.0,91844647929,105725714175,105725643401,157707918480.0,15107149705.0,-1227001734.0,-1240129354,-1240129354,-4768503945
SINI.JK,tw1,2024,17366573127,481947816428.0,641400954426,1036963691046.0,1271380417227,-698697561868,-629979462801,90914204068.0,21402593261.0,-4778301254.0,-6407338374,-6407338374,-4168610652
POLY.JK,tw1,2024,6240553,105788925.0,207891141,1095051746.0,1162376942,-954485801,-954485801,64942253.0,2269961.0,493926.0,687630,687630,2598554
POLY.JK,tw2,2024,4086684,104605027.0,194406068,1084093105.0,1151730620,-957324552,-957324552,117070645.0,752330.0,-2429719.0,-2151121,-2151121,788430
GHON.JK,tw1,2024,16421572000,1241190545000.0,1372983414000,330878803000.0,521454287000,829394901000,851529127000,53920980000.0,34311769000.0,17776342000.0,16484206000,16484206000,25011268000
DEFI.JK,tw1,2024,11414753838,261706732.0,39417085227,416348496.0,650925221,37252292200,38766160006,568877550.0,384535950.0,-1106354823.0,-1106354823,-1106354823,-1790646745
DEFI.JK,tw2,2024,6255297961,2644830832.0,36949538774,272804512.0,507381237,34847686870,36442157537,1916872889.0,1452614630.0,-1654923292.0,-1654923292,-1654923292,-1171894660
VINS.JK,tw1,2024,7273569492,,217216103674,,65996568250,151219535424,151219535424,,,1170029334.0,1170029334,1170029334,1976979047
VINS.JK,tw2,2024,2857108547,,199936203979,,52095223852,147840980127,147840980127,,,2535977851.0,2535977851,2535977851,-408095727
PNGO.JK,tw1,2024,18412293147,1165729846363.0,1497995833494,236359389635.0,642359663603,852405624437,855636169891,430346113694.0,113532839757.0,76805543080.0,59246785451,59246785451,75371934404
PNGO.JK,tw2,2024,31003290217,1182923090183.0,1571886894819,279670009842.0,665244662466,903392906615,906642232353,923283679180.0,236910172900.0,144070229233.0,110705203515,110705203515,101013790135
LMPI.JK,tw1,2024,6406087905,190077258019.0,679413464903,488866702755.0,508061510682,171351954221,171351954221,129306505107.0,15609247389.0,-6995830909.0,-5659773328,-5659773328,-9651290463
LMPI.JK,tw2,2024,4748769301,187302165777.0,672573170197,488189540176.0,507235984217,165337185980,165337185980,251190703172.0,29772163165.0,-14459924349.0,-11674541569,-11674541569,-16022440301
TGUK.JK,tw1,2024,4359986624,152322158949.0,206039762409,26441407644.0,27732048599,178307713810,178307713810,34649405738.0,19546780549.0,1519632460.0,1084793092,1084793092,5359934585
TGUK.JK,tw2,2024,3094313815,160385183177.0,210507098246,30771370999.0,32056431072,178450667174,178450667174,65759371854.0,37270432079.0,1869134803.0,1261664168,1261664168,11565092647
DSFI.JK,tw1,2024,22596004162,158938602423.0,415631790338,131171042801.0,162130495686,253342918205,253501294652,146099176464.0,20213869005.0,3833146937.0,3000165521,3000165521,-1509494188
DSFI.JK,tw2,2024,31121492099,158149785084.0,422991589270,133963623067.0,164933083772,257899356619,258058505498,284344963104.0,42652614715.0,9708998671.0,7557376367,7557376367,12326930374
CINT.JK,tw1,2024,23820075788,245079672570.0,473731893112,163397435429.0,178964724626,282268113850,294767168486,107819054114.0,33091394341.0,3601975467.0,2700941309,2700941309,-42521556283
CINT.JK,tw2,2024,16272989413,242199963674.0,445371169188,139233178055.0,154573947344,279688233625,290797221844,216523882798.0,66741348030.0,8213467522.0,4911494667,4911494667,-39086994365
FOOD.JK,tw1,2024,2362855507,26337230620.0,48857984746,27259703025.0,32161664447,10828949054,16696320299,20750323907.0,3220561121.0,-4831328676.0,-4730405579,-4730405579,-745957875
FOOD.JK,tw2,2024,578913318,25525251394.0,44793110182,30760283217.0,35686106917,5545264593,9107003265,39025790608.0,5016205957.0,-12469148401.0,-12319722613,-12319722613,-3376017326
KOKA.JK,tw1,2024,12671403313,68574378438.0,201367901395,28572081545.0,29136511478,172231389917,172231389917,21289752444.0,5590704700.0,1488685366.0,962450889,962450889,-16172948722
KOKA.JK,tw2,2024,5265141428,66815355750.0,201687073910,27551802913.0,28056583303,173630490607,173630490607,43002045312.0,10172457289.0,3501105780.0,2361551579,2361551579,-24038936864
KJEN.JK,tw1,2024,63475589,58268483132.0,66439728659,3010530514.0,3977512982,62462215677,62462215677,1596658966.0,948368199.0,242402697.0,154291617,154291617,-381565911
KJEN.JK,tw2,2024,256523022,58145062716.0,67467402569,3599759096.0,4566741564,62900661005,62900661005,3742776830.0,2294386065.0,804268441.0,600748927,600748927,400169003
PSKT.JK,tw1,2024,5363086508,386175354233.0,395603702068,30778655867.0,59651890774,335974740673,335951811294,10570913462.0,4066471238.0,-4263498464.0,-4198253537,-4198253537,233576573
PSKT.JK,tw2,2024,5543970927,384090735443.0,394030780940,31587995024.0,59658490101,334394876124,334372290839,24112083417.0,10892346060.0,-5908263844.0,-5777773992,-5777773992,-99005311
APLI.JK,tw1,2024,117035699324,263587125518.0,500266343150,90480847658.0,156980246379,343399110647,343286096771,104473987037.0,21622171487.0,10667229352.0,7476126052,7476126052,6064017261
APLI.JK,tw2,2024,107606219420,262198333356.0,491857126471,78133170162.0,145259568883,346713454650,346597557588,204325700796.0,39249910597.0,18259077349.0,12697694269,12697694269,7814247605
BELL.JK,tw1,2024,14881120452,168616161175.0,562185419994,253818819143.0,290316450528,234535229460,271868969466,135482558819.0,44833378015.0,8927127751.0,6627889184,6627889184,5354780107
PDES.JK,tw1,2024,48696548619,180137807700.0,284028870075,92288723385.0,205438254346,67803359407,78590615729,109678766068.0,18388155920.0,7665998682.0,7308040410,7308040410,28463000417
PDES.JK,tw2,2024,28379336523,176973708401.0,264084183320,83400104915.0,193490517083,69747582259,70593666237,183654996456.0,39773415471.0,8596873171.0,5957615507,5957615507,6082300669
TRIS.JK,tw1,2024,123725501213,363917344312.0,1167314438647,352537699869.0,413477801800,482281742535,753836636847,344636042722.0,93831219405.0,35644307836.0,27136021518,27136021518,64519169409
HDIT.JK,tw1,2024,42542553,59403481971.0,341658954808,29630009363.0,54593899630,282469868219,287065055178,8847956811.0,1782498.0,-1661897425.0,-1661897425,-1661897425,-2249997
HDIT.JK,tw2,2024,32915402,57991120807.0,340172126371,29629754507.0,56093644774,279483294663,284078481597,15660795908.0,1881192.0,-4648471006.0,-4648471006,-4648471006,-11877148
NASI.JK,tw1,2024,61297803,23410933155.0,74576063997,13614036054.0,14383832302,60192231695,60192231695,22968525889.0,3406510238.0,190143356.0,190143356,190143356,-1193823206
NASI.JK,tw2,2024,563155632,23053815582.0,78209510500,17450568721.0,17851195316,60358315184,60358315184,45674775568.0,6667598575.0,,356226845,356226845,-1935881325
DPNS.JK,tw1,2024,38660706140,94384719083.0,344749873068,6134463660.0,14415581543,330334291525,330334291525,17842664717.0,4509446582.0,2755508729.0,2666124952,2666124952,15281287285
DPNS.JK,tw2,2024,39857599962,94492346115.0,346144282761,6080530495.0,13991661278,332152621483,332152621483,35067689996.0,8855868719.0,7545955170.0,6990185858,6990185858,20859725843
SCPI.JK,tw1,2024,197595155000,291130151000.0,1628661149000,700180364000.0,740698958000,887962191000,887962191000,692835232000.0,75239040000.0,61973562000.0,47514587000,47514587000,100227205000
SCPI.JK,tw2,2024,128049988000,307164972000.0,1663526257000,670282815000.0,711469372000,952056885000,952056885000,1350438750000.0,169854824000.0,145121888000.0,111609281000,111609281000,52003523000
HADE.JK,tw1,2024,817522735,10107546549.0,14043878289,596863147.0,1846289333,7664279057,12197588956,972195600.0,12952448.0,-328317409.0,-328317409,-328317409,-143378938
HADE.JK,tw2,2024,745694805,9945278452.0,13823609075,483547561.0,1765723328,7568693998,12057885747,1963165800.0,174168865.0,-468020618.0,-468020618,-468020618,-215206869
ALKA.JK,tw1,2024,265030566000,11359202000.0,329398008000,117903369000.0,120269850000,209058461000,209128158000,13822661000.0,5033882000.0,-1579445000.0,-1579113000,-1579113000,-49207852000
