symbol,date,industry_code,balance_sheet_metrics,income_stmt_metrics,cash_flow_metrics
SFAN.JK,2024-09-30,1,"{""total_current_assets"": 165128387196.0, ""total_non_current_assets"": 26092194660.0, ""total_assets"": 191220581856.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 39757219912.0, ""total_current_liabilities"": 20617115317.0, ""total_non_current_liabilities"": 3417941324.0, ""total_liabilities"": 24035056641.0, ""total_equity"": 167185525215.0, ""total_debt"": 117655933.0, ""stockholders_equity"": 129981110314.0}","{""total_revenue"": -943439331.0, ""cost_of_revenue"": 134510660.0, ""gross_income"": -1077949991.0, ""operating_expenses"": 30108118125.0, ""operating_income"": 29030168134.0, ""non_operating_income"": -63372278648.0, ""pretax_income"": -34342110514.0, ""income_taxes"": null, ""minorities"": -319441132.0, ""net_income"": -34022669382.0, ""interest_expense_non_operating"": 125477938.0, ""ebit"": -34216632576.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1359818920.143885}","{""net_operating_cash_flow"": -2768288240.0, ""net_investing_cash_flow"": -780541336.0, ""net_financing_cash_flow"": -1224461700.0, ""net_increased_decreased"": -4773291276.0, ""capital_expenditure"": 187567773.0, ""free_cash_flow"": -2580720467.0}"
BWPT.JK,2024-09-30,1,"{""total_current_assets"": 1344846000000.0, ""total_non_current_assets"": 8523187000000.0, ""total_assets"": 9868033000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 45001000000.0, ""total_current_liabilities"": 3009036000000.0, ""total_non_current_liabilities"": 4491570000000.0, ""total_liabilities"": 7500606000000.0, ""total_equity"": 2367427000000.0, ""total_debt"": 4387831000000.0, ""stockholders_equity"": 2352036000000.0}","{""total_revenue"": 2932488000000.0, ""cost_of_revenue"": 2060440000000.0, ""gross_income"": 872048000000.0, ""operating_expenses"": 269007000000.0, ""operating_income"": 1141055000000.0, ""non_operating_income"": -844224000000.0, ""pretax_income"": 296831000000.0, ""income_taxes"": -111681000000.0, ""minorities"": 6156000000.0, ""net_income"": 178994000000.0, ""interest_expense_non_operating"": 348834000000.0, ""ebit"": 645665000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 31122.3682}","{""net_operating_cash_flow"": 557278000000.0, ""net_investing_cash_flow"": -93302000000.0, ""net_financing_cash_flow"": -446356000000.0, ""net_increased_decreased"": 17620000000.0, ""capital_expenditure"": 124742000000.0, ""free_cash_flow"": 682020000000.0}"
GSMF.JK,2024-09-30,1,"{""total_current_assets"": null, ""total_non_current_assets"": null, ""total_assets"": 5774607000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 2466550000000.0, ""total_current_liabilities"": null, ""total_non_current_liabilities"": null, ""total_liabilities"": 3216956000000.0, ""total_equity"": 2557651000000.0, ""total_debt"": null, ""stockholders_equity"": 2439528000000.0}","{""total_revenue"": 756466000000.0, ""cost_of_revenue"": null, ""gross_income"": null, ""operating_expenses"": null, ""operating_income"": null, ""non_operating_income"": null, ""pretax_income"": 37177000000.0, ""income_taxes"": -8391000000.0, ""minorities"": 4765000000.0, ""net_income"": 24021000000.0, ""interest_expense_non_operating"": 40975000000.0, ""ebit"": 78152000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 14213.60946745562}","{""net_operating_cash_flow"": 7587000000.0, ""net_investing_cash_flow"": 10422000000.0, ""net_financing_cash_flow"": -27717000000.0, ""net_increased_decreased"": -9708000000.0, ""capital_expenditure"": 12663000000.0, ""free_cash_flow"": 20250000000.0}"
JAWA.JK,2024-09-30,1,"{""total_current_assets"": 360889776268.0, ""total_non_current_assets"": 3372234711911.0, ""total_assets"": 3733124488179.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 8815455777.0, ""total_current_liabilities"": 830263288748.0, ""total_non_current_liabilities"": 1974568531304.0, ""total_liabilities"": 2804831820052.0, ""total_equity"": 928292668127.0, ""total_debt"": 1709830380733.0, ""stockholders_equity"": 920853093937.0}","{""total_revenue"": 627721192340.0, ""cost_of_revenue"": 604216570017.0, ""gross_income"": 23504622323.0, ""operating_expenses"": 41012658819.0, ""operating_income"": 64517281142.0, ""non_operating_income"": -258813141581.0, ""pretax_income"": -194295860439.0, ""income_taxes"": 11416690586.0, ""minorities"": -815108595.0, ""net_income"": -182064061258.0, ""interest_expense_non_operating"": 140766243363.0, ""ebit"": -53529617076.0, ""ebitda"": null, ""diluted_shares_outstanding"": 16226743427.629232}","{""net_operating_cash_flow"": -176489308770.0, ""net_investing_cash_flow"": -84434720012.0, ""net_financing_cash_flow"": 262708261799.0, ""net_increased_decreased"": 1784233017.0, ""capital_expenditure"": 84071144198.0, ""free_cash_flow"": -92418164572.0}"
DART.JK,2024-09-30,2,"{""total_current_assets"": 119574647000.0, ""total_non_current_assets"": 6121196322000.0, ""total_assets"": 6240770969000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 32010331000.0, ""total_current_liabilities"": 1478538413000.0, ""total_non_current_liabilities"": 3240954058000.0, ""total_liabilities"": 4719492471000.0, ""total_equity"": 1521278498000.0, ""total_debt"": 3478514115000.0, ""stockholders_equity"": 1521307808000.0}","{""total_revenue"": 373677862000.0, ""cost_of_revenue"": 204274764000.0, ""gross_income"": 169403098000.0, ""operating_expenses"": 115374502000.0, ""operating_income"": 284777600000.0, ""non_operating_income"": -484599726000.0, ""pretax_income"": -199822126000.0, ""income_taxes"": -17428483000.0, ""minorities"": -1842000.0, ""net_income"": -217250609000.0, ""interest_expense_non_operating"": 245553177000.0, ""ebit"": 45731051000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 3148532855.072464}","{""net_operating_cash_flow"": 26982302000.0, ""net_investing_cash_flow"": -1642535000.0, ""net_financing_cash_flow"": -32048867000.0, ""net_increased_decreased"": -6709100000.0, ""capital_expenditure"": 10352112000.0, ""free_cash_flow"": 37334414000.0}"
DYAN.JK,2024-09-30,1,"{""total_current_assets"": 614957944900.0, ""total_non_current_assets"": 683481601192.0, ""total_assets"": 1298439546092.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 156463532378.0, ""total_current_liabilities"": 449715652650.0, ""total_non_current_liabilities"": 160647037666.0, ""total_liabilities"": 610362690316.0, ""total_equity"": 688076855776.0, ""total_debt"": 208180654081.0, ""stockholders_equity"": 658870514734.0}","{""total_revenue"": 1119992568899.0, ""cost_of_revenue"": 749419429345.0, ""gross_income"": 370573139554.0, ""operating_expenses"": 247139234557.0, ""operating_income"": 617712374111.0, ""non_operating_income"": -503672208276.0, ""pretax_income"": 114040165835.0, ""income_taxes"": -16696775375.0, ""minorities"": 2993578307.0, ""net_income"": 94349812153.0, ""interest_expense_non_operating"": 14954404411.0, ""ebit"": 128994570246.0, ""ebitda"": null, ""diluted_shares_outstanding"": 4288627825.1363635}","{""net_operating_cash_flow"": 49509524581.0, ""net_investing_cash_flow"": -39174945793.0, ""net_financing_cash_flow"": -91315822063.0, ""net_increased_decreased"": -80981243275.0, ""capital_expenditure"": 34956092806.0, ""free_cash_flow"": 84465617387.0}"
INTA.JK,2024-09-30,1,"{""total_current_assets"": 649186000000.0, ""total_non_current_assets"": 1622665000000.0, ""total_assets"": 2271851000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 73309000000.0, ""total_current_liabilities"": 758770000000.0, ""total_non_current_liabilities"": 3560525000000.0, ""total_liabilities"": 4319295000000.0, ""total_equity"": -2047444000000.0, ""total_debt"": 3648368000000.0, ""stockholders_equity"": -1824687000000.0}","{""total_revenue"": 660754000000.0, ""cost_of_revenue"": 513353000000.0, ""gross_income"": 147401000000.0, ""operating_expenses"": 133393000000.0, ""operating_income"": 280794000000.0, ""non_operating_income"": -331259000000.0, ""pretax_income"": -50465000000.0, ""income_taxes"": -43713000000.0, ""minorities"": -21684000000.0, ""net_income"": -72494000000.0, ""interest_expense_non_operating"": 109993000000.0, ""ebit"": 59528000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 3295181818.181818}","{""net_operating_cash_flow"": 64850000000.0, ""net_investing_cash_flow"": -13839000000.0, ""net_financing_cash_flow"": -69939000000.0, ""net_increased_decreased"": -18928000000.0, ""capital_expenditure"": 48610000000.0, ""free_cash_flow"": 113460000000.0}"
JARR.JK,2024-09-30,1,"{""total_current_assets"": 1414345102611.0, ""total_non_current_assets"": 2237717984668.0, ""total_assets"": 3652063087279.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 131989449228.0, ""total_current_liabilities"": 271721687189.0, ""total_non_current_liabilities"": 1783423816382.0, ""total_liabilities"": 2055145503571.0, ""total_equity"": 1596917583708.0, ""total_debt"": 1862939771273.0, ""stockholders_equity"": 1596917583708.0}","{""total_revenue"": 2634327293517.0, ""cost_of_revenue"": 2333011589404.0, ""gross_income"": 301315704113.0, ""operating_expenses"": 46827917053.0, ""operating_income"": 348143621166.0, ""non_operating_income"": -148981995594.0, ""pretax_income"": 199161625572.0, ""income_taxes"": -43815557626.0, ""minorities"": null, ""net_income"": 155346067946.0, ""interest_expense_non_operating"": 59350373474.0, ""ebit"": 258511999046.0, ""ebitda"": null, ""diluted_shares_outstanding"": 9230307067.498516}","{""net_operating_cash_flow"": 103421490600.0, ""net_investing_cash_flow"": -55653055748.0, ""net_financing_cash_flow"": -75996593609.0, ""net_increased_decreased"": -28228158757.0, ""capital_expenditure"": 56973129383.0, ""free_cash_flow"": 160394619983.0}"
ASLI.JK,2024-09-30,1,"{""total_current_assets"": 238329772071.0, ""total_non_current_assets"": 281934905481.0, ""total_assets"": 520264677552.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 6167130854.0, ""total_current_liabilities"": 34600549367.0, ""total_non_current_liabilities"": 9134127262.0, ""total_liabilities"": 43734676629.0, ""total_equity"": 476530000923.0, ""total_debt"": 20068845596.0, ""stockholders_equity"": 475250671467.0}","{""total_revenue"": 180963795654.0, ""cost_of_revenue"": 137319328710.0, ""gross_income"": 43644466944.0, ""operating_expenses"": 29746989676.0, ""operating_income"": 73391456620.0, ""non_operating_income"": -67308920682.0, ""pretax_income"": 6082535938.0, ""income_taxes"": -4297273341.0, ""minorities"": -1107648.0, ""net_income"": 1786370245.0, ""interest_expense_non_operating"": 7594090604.0, ""ebit"": 13676626542.0, ""ebitda"": null, ""diluted_shares_outstanding"": 6194444445.31202}","{""net_operating_cash_flow"": 11058056484.0, ""net_investing_cash_flow"": -121339380564.0, ""net_financing_cash_flow"": 101521891914.0, ""net_increased_decreased"": -8759432166.0, ""capital_expenditure"": 44679730423.0, ""free_cash_flow"": 55737786907.0}"
TMAS.JK,2024-09-30,3,"{""total_current_assets"": 939959000000.0, ""total_non_current_assets"": 3076824000000.0, ""total_assets"": 4016783000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 353141000000.0, ""total_current_liabilities"": 750545000000.0, ""total_non_current_liabilities"": 714750000000.0, ""total_liabilities"": 1465295000000.0, ""total_equity"": 2551488000000.0, ""total_debt"": 932198000000.0, ""stockholders_equity"": 2460294000000.0}","{""total_revenue"": 3227711000000.0, ""cost_of_revenue"": 2554191000000.0, ""gross_income"": 673520000000.0, ""operating_expenses"": 161949000000.0, ""operating_income"": 835469000000.0, ""non_operating_income"": -343709000000.0, ""pretax_income"": 491760000000.0, ""income_taxes"": -55418000000.0, ""minorities"": 31632000000.0, ""net_income"": 404710000000.0, ""interest_expense_non_operating"": 55766000000.0, ""ebit"": 547526000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 57815714285.71429}","{""net_operating_cash_flow"": 761970000000.0, ""net_investing_cash_flow"": -716537000000.0, ""net_financing_cash_flow"": -583113000000.0, ""net_increased_decreased"": -537680000000.0, ""capital_expenditure"": 722488000000.0, ""free_cash_flow"": 1484458000000.0}"
KOKA.JK,2024-09-30,3,"{""total_current_assets"": 133030591662.0, ""total_non_current_assets"": 65181573840.0, ""total_assets"": 198212165502.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 4796214479.0, ""total_current_liabilities"": 24184623790.0, ""total_non_current_liabilities"": 472904006.0, ""total_liabilities"": 24657527796.0, ""total_equity"": 173554637706.0, ""total_debt"": 1517198388.0, ""stockholders_equity"": 173554637706.0}","{""total_revenue"": 54223315869.0, ""cost_of_revenue"": 39114154379.0, ""gross_income"": 15109161490.0, ""operating_expenses"": 10867545659.0, ""operating_income"": 25976707149.0, ""non_operating_income"": -22254090600.0, ""pretax_income"": 3722616549.0, ""income_taxes"": -1436917871.0, ""minorities"": null, ""net_income"": 2285698678.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 2857123347.5}","{""net_operating_cash_flow"": -21108002607.0, ""net_investing_cash_flow"": -2323666861.0, ""net_financing_cash_flow"": -541525927.0, ""net_increased_decreased"": -23973195395.0, ""capital_expenditure"": 2417266015.0, ""free_cash_flow"": -18690736592.0}"
KIOS.JK,2024-09-30,1,"{""total_current_assets"": 54699151653.0, ""total_non_current_assets"": 99623054724.0, ""total_assets"": 154322206377.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 2074967978.0, ""total_current_liabilities"": 12969500520.0, ""total_non_current_liabilities"": 578160973.0, ""total_liabilities"": 13547661493.0, ""total_equity"": 140774544884.0, ""total_debt"": null, ""stockholders_equity"": 140280538305.0}","{""total_revenue"": 91458382523.0, ""cost_of_revenue"": 89409054833.0, ""gross_income"": 2049327690.0, ""operating_expenses"": 15617489329.0, ""operating_income"": 17666817019.0, ""non_operating_income"": -31516756123.0, ""pretax_income"": -13849939104.0, ""income_taxes"": 2952346278.0, ""minorities"": 44248149.0, ""net_income"": -10941840975.0, ""interest_expense_non_operating"": 305200000.0, ""ebit"": -13544739104.0, ""ebitda"": null, ""diluted_shares_outstanding"": -109418409750.0}","{""net_operating_cash_flow"": 969263423.0, ""net_investing_cash_flow"": -15502790.0, ""net_financing_cash_flow"": null, ""net_increased_decreased"": 953760633.0, ""capital_expenditure"": 15502790.0, ""free_cash_flow"": 984766213.0}"
KOBX.JK,2024-09-30,1,"{""total_current_assets"": 2474818552290.0, ""total_non_current_assets"": 1099587996208.0, ""total_assets"": 3574406548498.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 36454527746.0, ""total_current_liabilities"": 2804168144649.0, ""total_non_current_liabilities"": 326223602965.0, ""total_liabilities"": 3130391747614.0, ""total_equity"": 444014800884.0, ""total_debt"": 1798783094041.0, ""stockholders_equity"": 441486999449.0}","{""total_revenue"": 1558610768359.0, ""cost_of_revenue"": 1259577428964.0, ""gross_income"": 299033339395.0, ""operating_expenses"": 210269333752.0, ""operating_income"": 509302673147.0, ""non_operating_income"": -541011322702.0, ""pretax_income"": -31708649555.0, ""income_taxes"": -4308342357.0, ""minorities"": 277251924.0, ""net_income"": -36294243836.0, ""interest_expense_non_operating"": 134324695704.0, ""ebit"": 102616046149.0, ""ebitda"": null, ""diluted_shares_outstanding"": 2272500000.0}","{""net_operating_cash_flow"": -439376142117.0, ""net_investing_cash_flow"": -83651160424.0, ""net_financing_cash_flow"": 445245546907.0, ""net_increased_decreased"": -77781755634.0, ""capital_expenditure"": 183338668166.0, ""free_cash_flow"": -256037473951.0}"
