symbol,date,industry_code,gross_loan,allowance_for_loans,net_loan,non_loan_asset,total_assets,total_earning_assets,cash_only,total_cash_and_due_from_banks,current_account,savings_account,time_deposits,total_deposits,other_interest_bearing_liabilities,non_interest_bearing_liabilities,total_liabilities,total_equity,total_debt,stockholders_equity,non_loan_assets,interest_income,interest_expenses,net_interest_income,premium_income,premium_expenses,net_premium_income,non_interest_income,total_revenue,operating_expenses,provision_for_impairment,operating_income,non_operating_income,pretax_income,income_taxes,minorities,net_income,diluted_shares_outstanding,total_high_quality_liquid_asset,cash_outflow,cash_inflow,total_net_cash_outflow,net_operating_cash_flow,net_investing_cash_flow,net_financing_cash_flow,net_increased_decreased,realized_capital_goods_investment,free_cash_flow
MCOR.JK,2024-03-31,4,20516822000000.0,579383000000.0,21096205000000.0,,29823994000000.0,,267949000000.0,576137000000.0,3713905000000.0,1041661000000.0,16225173000000.0,20980739000000.0,,,23205450000000.0,6618544000000.0,,6618544000000.0,8727789000000.0,497833000000.0,252888000000.0,750721000000.0,,,,,,,60338000000.0,91259000000.0,3299000000.0,94322000000.0,-20751000000.0,,73571000000.0,37923.19587628866,,,,,2386096000000.0,-1250564000000.0,-462085000000.0,673447000000.0,,
BMRI.JK,2024-03-31,4,1393927895000000.0,52182858000000.0,1446110753000000.0,,2163785243000000.0,,26919539000000.0,74147046000000.0,527479575000000.0,529683157000000.0,287069640000000.0,1344232372000000.0,,,1666762998000000.0,268786509000000.0,,240686777000000.0,717674490000000.0,35535295000000.0,11349428000000.0,46884723000000.0,3315987000000.0,2773006000000.0,6088993000000.0,,,,3725795000000.0,17605258000000.0,-2651000000.0,17602607000000.0,-3481158000000.0,1419271000000.0,15540720000000.0,93336.60077889632,,,,,-8504759000000.0,9589158000000.0,-34025875000000.0,-32941476000000.0,,
BKSW.JK,2024-03-31,4,6501674000000.0,519240000000.0,7020914000000.0,,11496635000000.0,,31143000000.0,148185000000.0,977591000000.0,475262000000.0,4997765000000.0,6450618000000.0,,,6800329000000.0,4696306000000.0,,4696306000000.0,4475721000000.0,186293000000.0,67539000000.0,253832000000.0,,,,,,,11755000000.0,9032000000.0,,9032000000.0,,,9032000000.0,34738.46153846154,,,,,1014273000000.0,-937450000000.0,0.0,76823000000.0,,
