symbol,date,industry_code,balance_sheet_metrics,income_stmt_metrics,cash_flow_metrics
GMTD.JK,2024-09-30,2,"{""total_current_asset"": 685151401341.0, ""total_non_current_asset"": 596026065367.0, ""total_asset"": 1281177466708.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 74183841783.0, ""total_current_liabilities"": 278351820522.0, ""total_non_current_liabilities"": 207363228085.0, ""total_liabilities"": 485715048607.0, ""total_equity"": 795462418101.0, ""total_debt"": null, ""stockholders_equity"": 795462419473.0}","{""total_revenue"": 320395843385.0, ""cost_of_revenue"": 131954669014.0, ""gross_income"": 188441174371.0, ""operating_expense"": 61011765482.0, ""operating_income"": 249452939853.0, ""non_operating_income_or_loss"": -147998901988.0, ""pretax_income"": 101454037865.0, ""income_taxes"": -292754904.0, ""minorities"": -16.0, ""net_income"": 101161282961.0, ""interest_expense_non_operating"": 32756699876.0, ""ebit"": 134210737741.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1015369697.6513098}","{""operating_cash_flow"": 69345901492.0, ""investing_cash_flow"": -7851410095.0, ""financing_cash_flow"": -180098680.0, ""net_increased_decreased"": 61314392717.0, ""capital_expenditure"": 7851410095.0, ""free_cash_flow"": 77197311587.0}"
MTEL.JK,2024-09-30,3,"{""total_current_asset"": 2831857000000.0, ""total_non_current_asset"": 54145078000000.0, ""total_asset"": 56976935000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 765874000000.0, ""total_current_liabilities"": 11132431000000.0, ""total_non_current_liabilities"": 12244375000000.0, ""total_liabilities"": 23376806000000.0, ""total_equity"": 33600129000000.0, ""total_debt"": 18494003000000.0, ""stockholders_equity"": 33600129000000.0}","{""total_revenue"": 6817952000000.0, ""cost_of_revenue"": 3326240000000.0, ""gross_income"": 3491712000000.0, ""operating_expense"": 434342000000.0, ""operating_income"": 3926054000000.0, ""non_operating_income_or_loss"": -1776062000000.0, ""pretax_income"": 2149992000000.0, ""income_taxes"": -617631000000.0, ""minorities"": null, ""net_income"": 1532361000000.0, ""interest_expense_non_operating"": 982532000000.0, ""ebit"": 3132524000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 85131.16666666667}","{""operating_cash_flow"": 5644320000000.0, ""investing_cash_flow"": -1605112000000.0, ""financing_cash_flow"": -4152361000000.0, ""net_increased_decreased"": -113153000000.0, ""capital_expenditure"": 1831581000000.0, ""free_cash_flow"": 7475901000000.0}"
GGRM.JK,2024-09-30,1,"{""total_current_asset"": 47917933000000.0, ""total_non_current_asset"": 37629404000000.0, ""total_asset"": 85547337000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 3930489000000.0, ""total_current_liabilities"": 21413557000000.0, ""total_non_current_liabilities"": 2278735000000.0, ""total_liabilities"": 23692292000000.0, ""total_equity"": 61855045000000.0, ""total_debt"": 4512359000000.0, ""stockholders_equity"": 61854975000000.0}","{""total_revenue"": 73893383000000.0, ""cost_of_revenue"": 66572568000000.0, ""gross_income"": 7320815000000.0, ""operating_expense"": 5694176000000.0, ""operating_income"": 13014991000000.0, ""non_operating_income_or_loss"": -11637605000000.0, ""pretax_income"": 1377386000000.0, ""income_taxes"": -385184000000.0, ""minorities"": -1000000.0, ""net_income"": 992203000000.0, ""interest_expense_non_operating"": 441412000000.0, ""ebit"": 1818798000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1922.874031007752}","{""operating_cash_flow"": 10955004000000.0, ""investing_cash_flow"": -2384479000000.0, ""financing_cash_flow"": -9050000000000.0, ""net_increased_decreased"": -479475000000.0, ""capital_expenditure"": 2465580000000.0, ""free_cash_flow"": 13420584000000.0}"
HITS.JK,2024-09-30,3,"{""total_current_asset"": 104837193.0, ""total_non_current_asset"": 205260524.0, ""total_asset"": 310097717.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 52016097.0, ""total_current_liabilities"": 61963688.0, ""total_non_current_liabilities"": 135115789.0, ""total_liabilities"": 197079477.0, ""total_equity"": 113018240.0, ""total_debt"": 97263485.0, ""stockholders_equity"": 71375394.0}","{""total_revenue"": 97913675.0, ""cost_of_revenue"": 75545076.0, ""gross_income"": 22368599.0, ""operating_expense"": 10673178.0, ""operating_income"": 33041777.0, ""non_operating_income_or_loss"": -23274607.0, ""pretax_income"": 9767170.0, ""income_taxes"": -1293328.0, ""minorities"": 575303.0, ""net_income"": 7898539.0, ""interest_expense_non_operating"": 4219084.0, ""ebit"": 13986254.0, ""ebitda"": null, ""diluted_shares_outstanding"": 7180490000.0}","{""operating_cash_flow"": 24092368.0, ""investing_cash_flow"": -27224409.0, ""financing_cash_flow"": 11524548.0, ""net_increased_decreased"": 8392507.0, ""capital_expenditure"": 28214576.0, ""free_cash_flow"": 52306944.0}"
HADE.JK,2024-09-30,1,"{""total_current_asset"": 3902029627.0, ""total_non_current_asset"": 9783762079.0, ""total_asset"": 13685791706.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 2010900153.0, ""total_current_liabilities"": 484371084.0, ""total_non_current_liabilities"": 1314925348.0, ""total_liabilities"": 1799296432.0, ""total_equity"": 11886495274.0, ""total_debt"": null, ""stockholders_equity"": 7449753939.0}","{""total_revenue"": 2944773600.0, ""cost_of_revenue"": 2616197063.0, ""gross_income"": 328576537.0, ""operating_expense"": 971030276.0, ""operating_income"": 1299606813.0, ""non_operating_income_or_loss"": -1939017904.0, ""pretax_income"": -639411091.0, ""income_taxes"": null, ""minorities"": -204583433.0, ""net_income"": -434827658.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 2070607895.2380953}","{""operating_cash_flow"": -199126521.0, ""investing_cash_flow"": -11800000.0, ""financing_cash_flow"": null, ""net_increased_decreased"": -210926521.0, ""capital_expenditure"": 11800000.0, ""free_cash_flow"": -187326521.0}"
RONY.JK,2024-09-30,1,"{""total_current_asset"": 7620527872.0, ""total_non_current_asset"": 1274932063.0, ""total_asset"": 8895459935.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 84474497.0, ""total_current_liabilities"": 3930826548.0, ""total_non_current_liabilities"": 29257923.0, ""total_liabilities"": 3960084471.0, ""total_equity"": 4935375464.0, ""total_debt"": 1754675361.0, ""stockholders_equity"": 4935375464.0}","{""total_revenue"": 2008128521.0, ""cost_of_revenue"": 791330430.0, ""gross_income"": 1216798091.0, ""operating_expense"": 1015407319.0, ""operating_income"": 2232205410.0, ""non_operating_income_or_loss"": -2031141112.0, ""pretax_income"": 201064298.0, ""income_taxes"": null, ""minorities"": null, ""net_income"": 201064298.0, ""interest_expense_non_operating"": 507500.0, ""ebit"": 201571798.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1256651862.5}","{""operating_cash_flow"": 77740243.0, ""investing_cash_flow"": null, ""financing_cash_flow"": null, ""net_increased_decreased"": 77740243.0, ""capital_expenditure"": null, ""free_cash_flow"": null}"
MCOR.JK,2024-09-30,4,"{""gross_loan"": 22013823000000.0, ""allowance_for_loans"": 512923000000.0, ""net_loan"": 22526746000000.0, ""non_loan_asset"": null, ""total_asset"": 32160066000000.0, ""total_earning_assets"": null, ""cash_only"": 187152000000.0, ""total_cash_and_due_from_banks"": 373676000000.0, ""current_account"": 3327124000000.0, ""savings_account"": 1190678000000.0, ""time_deposit"": 18907657000000.0, ""total_deposit"": 23425459000000.0, ""other_interest_bearing_liabilities"": null, ""non_interest_bearing_liabilities"": null, ""total_liabilities"": 25392106000000.0, ""total_equity"": 6767960000000.0, ""total_debt"": null, ""stockholders_equity"": 6767960000000.0, ""non_loan_assets"": 9633320000000.0}","{""interest_income"": 1572065000000.0, ""interest_expense"": 825091000000.0, ""net_interest_income"": 2397156000000.0, ""premium_income"": null, ""premium_expense"": null, ""net_premium_income"": null, ""non_interest_income"": null, ""total_revenue"": null, ""operating_income"": 298876000000.0, ""operating_expense"": null, ""provision"": -106982000000.0, ""non_operating_income_or_loss"": 33335000000.0, ""pretax_income"": 283323000000.0, ""income_taxes"": -62331000000.0, ""minorities"": null, ""net_income"": 220992000000.0, ""diluted_shares_outstanding"": 37906003430.53173}","{""high_quality_liquid_asset"": null, ""cash_outflow"": null, ""cash_inflow"": null, ""net_cash_flow"": null, ""operating_cash_flow"": 3064514000000.0, ""investing_cash_flow"": -1041254000000.0, ""financing_cash_flow"": -462085000000.0, ""net_increased_decreased"": 1561175000000.0, ""realized_capital_goods_investment"": null, ""free_cash_flow"": null, ""total_high_quality_liquid_asset"": null}"
INPP.JK,2024-09-30,1,"{""total_current_asset"": 2158576003284.0, ""total_non_current_asset"": 7552157981132.0, ""total_asset"": 9710733984416.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 386175731465.0, ""total_current_liabilities"": 1071669065420.0, ""total_non_current_liabilities"": 2386138626755.0, ""total_liabilities"": 3457807692175.0, ""total_equity"": 6252926292241.0, ""total_debt"": 1755760491928.0, ""stockholders_equity"": 5616469829389.0}","{""total_revenue"": 878072217199.0, ""cost_of_revenue"": 281959610270.0, ""gross_income"": 596112606929.0, ""operating_expense"": 427151731678.0, ""operating_income"": 1023264338607.0, ""non_operating_income_or_loss"": -685279993322.0, ""pretax_income"": 337984345285.0, ""income_taxes"": 4623096604.0, ""minorities"": 60976375103.0, ""net_income"": 281631066786.0, ""interest_expense_non_operating"": 118256883360.0, ""ebit"": 456241228645.0, ""ebitda"": null, ""diluted_shares_outstanding"": 11180272599.682413}","{""operating_cash_flow"": 296116017939.0, ""investing_cash_flow"": -312623557079.0, ""financing_cash_flow"": -17336158635.0, ""net_increased_decreased"": -33843697775.0, ""capital_expenditure"": 202301513636.0, ""free_cash_flow"": 498417531575.0}"
RSGK.JK,2024-09-30,1,"{""total_current_asset"": 99975891489.0, ""total_non_current_asset"": 767903793877.0, ""total_asset"": 867879685366.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 26503509443.0, ""total_current_liabilities"": 73878472503.0, ""total_non_current_liabilities"": 19450702646.0, ""total_liabilities"": 93329175149.0, ""total_equity"": 774550510217.0, ""total_debt"": null, ""stockholders_equity"": 773775344567.0}","{""total_revenue"": 334485651980.0, ""cost_of_revenue"": 219552688670.0, ""gross_income"": 114932963310.0, ""operating_expense"": 76385980279.0, ""operating_income"": 191318943589.0, ""non_operating_income_or_loss"": -149093579942.0, ""pretax_income"": 42225363647.0, ""income_taxes"": -8720480205.0, ""minorities"": -64799058.0, ""net_income"": 33569682500.0, ""interest_expense_non_operating"": 1796495480.0, ""ebit"": 44021859127.0, ""ebitda"": null, ""diluted_shares_outstanding"": 929650581.5563556}","{""operating_cash_flow"": 62467407168.0, ""investing_cash_flow"": -42366624535.0, ""financing_cash_flow"": -55521067750.0, ""net_increased_decreased"": -35420285117.0, ""capital_expenditure"": 59400473916.0, ""free_cash_flow"": 121867881084.0}"
GHON.JK,2024-09-30,3,"{""total_current_asset"": 42566180000.0, ""total_non_current_asset"": 1270700128000.0, ""total_asset"": 1313266308000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 8996499000.0, ""total_current_liabilities"": 324276752000.0, ""total_non_current_liabilities"": 187193087000.0, ""total_liabilities"": 511469839000.0, ""total_equity"": 801796469000.0, ""total_debt"": 379872401000.0, ""stockholders_equity"": 785392251000.0}","{""total_revenue"": 161026135000.0, ""cost_of_revenue"": 44339761000.0, ""gross_income"": 116686374000.0, ""operating_expense"": 16750577000.0, ""operating_income"": 133436951000.0, ""non_operating_income_or_loss"": -74716771000.0, ""pretax_income"": 58720180000.0, ""income_taxes"": -966233000.0, ""minorities"": 268544000.0, ""net_income"": 57485403000.0, ""interest_expense_non_operating"": 26999004000.0, ""ebit"": 85719184000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 547427.8925816589}","{""operating_cash_flow"": 109126614000.0, ""investing_cash_flow"": -52696198000.0, ""financing_cash_flow"": -134494424000.0, ""net_increased_decreased"": -78064008000.0, ""capital_expenditure"": 150787587000.0, ""free_cash_flow"": 259914201000.0}"
