symbol,date,industry_code,balance_sheet_metrics,income_stmt_metrics,cash_flow_metrics
VINS.JK,2024-09-30,6,"{""total_current_asset"": null, ""total_non_current_asset"": null, ""total_asset"": 275170338343.0, ""cash_only"": 3005941899.0, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": null, ""total_current_liabilities"": null, ""total_non_current_liabilities"": null, ""total_liabilities"": 121156760062.0, ""total_equity"": 154013578281.0, ""total_debt"": null, ""stockholders_equity"": 154013578281.0}","{""total_revenue"": 104637707064.0, ""cost_of_revenue"": null, ""gross_income"": null, ""operating_expense"": null, ""operating_income"": 4719672916.0, ""non_operating_income_or_loss"": null, ""pretax_income"": 4719672916.0, ""income_taxes"": 0.0, ""minorities"": null, ""net_income"": 4719672916.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 1461199045.2012384}","{""operating_cash_flow"": 1649793241.0, ""investing_cash_flow"": -719805866.0, ""financing_cash_flow"": -1086453588.0, ""net_increased_decreased"": -156466213.0, ""capital_expenditure"": 126765804.0, ""free_cash_flow"": 1776559045.0}"
PYFA.JK,2024-09-30,1,"{""total_current_asset"": 1712819000000.0, ""total_non_current_asset"": 4180174000000.0, ""total_asset"": 5892993000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 505423000000.0, ""total_current_liabilities"": 2319861000000.0, ""total_non_current_liabilities"": 2374061000000.0, ""total_liabilities"": 4693922000000.0, ""total_equity"": 1199071000000.0, ""total_debt"": 3882869000000.0, ""stockholders_equity"": 1198877000000.0}","{""total_revenue"": 1161830000000.0, ""cost_of_revenue"": 866069000000.0, ""gross_income"": 295761000000.0, ""operating_expense"": 324841000000.0, ""operating_income"": 620602000000.0, ""non_operating_income_or_loss"": -834864000000.0, ""pretax_income"": -214262000000.0, ""income_taxes"": 0.0, ""minorities"": -32000000.0, ""net_income"": -214230000000.0, ""interest_expense_non_operating"": 142040000000.0, ""ebit"": -72222000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 11233.875196643943}","{""operating_cash_flow"": 14056000000.0, ""investing_cash_flow"": -2714340000000.0, ""financing_cash_flow"": 3115737000000.0, ""net_increased_decreased"": 415453000000.0, ""capital_expenditure"": 2714693000000.0, ""free_cash_flow"": 2728749000000.0}"
TRUS.JK,2024-09-30,8,"{""total_current_asset"": null, ""total_non_current_asset"": null, ""total_asset"": 458832748563.0, ""cash_only"": 12565700.0, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 12565700.0, ""total_current_liabilities"": null, ""total_non_current_liabilities"": null, ""total_liabilities"": 59833982116.0, ""total_equity"": 398998766447.0, ""total_debt"": null, ""stockholders_equity"": 398998766447.0}","{""total_revenue"": 15101497409.0, ""cost_of_revenue"": null, ""gross_income"": 15101497409.0, ""operating_expense"": 15101497409.0, ""operating_income"": 27217466012.0, ""non_operating_income_or_loss"": null, ""pretax_income"": 27217466012.0, ""income_taxes"": -5472308848.0, ""minorities"": null, ""net_income"": 21745157164.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 800042574.0986019}","{""operating_cash_flow"": -74307810953.0, ""investing_cash_flow"": -4044038246.0, ""financing_cash_flow"": 9706490215.0, ""net_increased_decreased"": -68645358984.0, ""capital_expenditure"": 4050038246.0, ""free_cash_flow"": -70257772707.0}"
PANI.JK,2024-09-30,1,"{""total_current_asset"": 28031248296000.0, ""total_non_current_asset"": 16115064664000.0, ""total_asset"": 44146312960000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 3713260274000.0, ""total_current_liabilities"": 13090470672000.0, ""total_non_current_liabilities"": 4756717092000.0, ""total_liabilities"": 17847187764000.0, ""total_equity"": 26299125196000.0, ""total_debt"": 823889484000.0, ""stockholders_equity"": 19922856014000.0}","{""total_revenue"": 2093667568000.0, ""cost_of_revenue"": 897862770000.0, ""gross_income"": 1195804798000.0, ""operating_expense"": 261592842000.0, ""operating_income"": 1457397640000.0, ""non_operating_income_or_loss"": -482787242000.0, ""pretax_income"": 974610398000.0, ""income_taxes"": -12869815000.0, ""minorities"": 475138444000.0, ""net_income"": 486602139000.0, ""interest_expense_non_operating"": 21993661000.0, ""ebit"": 996604059000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1605969681.531704}","{""operating_cash_flow"": -4949450615000.0, ""investing_cash_flow"": 1194859700000.0, ""financing_cash_flow"": 6398039032000.0, ""net_increased_decreased"": 2643448117000.0, ""capital_expenditure"": 100980059000.0, ""free_cash_flow"": -4848470556000.0}"
VTNY.JK,2024-09-30,8,"{""total_current_asset"": null, ""total_non_current_asset"": null, ""total_asset"": 1153688959676.0, ""cash_only"": 161179042076.0, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 161179042076.0, ""total_current_liabilities"": null, ""total_non_current_liabilities"": null, ""total_liabilities"": 749913571411.0, ""total_equity"": 403775388265.0, ""total_debt"": null, ""stockholders_equity"": 397924798623.0}","{""total_revenue"": 74708916848.0, ""cost_of_revenue"": null, ""gross_income"": 74708916848.0, ""operating_expense"": 74708916848.0, ""operating_income"": 2630471747.0, ""non_operating_income_or_loss"": null, ""pretax_income"": 2630471747.0, ""income_taxes"": null, ""minorities"": null, ""net_income"": 2630471747.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 8275931473.809525}","{""operating_cash_flow"": -130602368639.0, ""investing_cash_flow"": -52432226097.0, ""financing_cash_flow"": 155816020314.0, ""net_increased_decreased"": -27218574422.0, ""capital_expenditure"": 52432226097.0, ""free_cash_flow"": -78170142542.0}"
BUMI.JK,2024-09-30,1,"{""total_current_asset"": 752362374.0, ""total_non_current_asset"": 3520540425.0, ""total_asset"": 4272902799.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 56467450.0, ""total_current_liabilities"": 745615224.0, ""total_non_current_liabilities"": 619427766.0, ""total_liabilities"": 1365042990.0, ""total_equity"": 2907859809.0, ""total_debt"": 159941906.0, ""stockholders_equity"": 1662776508.0}","{""total_revenue"": 926881924.0, ""cost_of_revenue"": 833276545.0, ""gross_income"": 93605379.0, ""operating_expense"": 68181317.0, ""operating_income"": 161786696.0, ""non_operating_income_or_loss"": -74773971.0, ""pretax_income"": 87012725.0, ""income_taxes"": 49402068.0, ""minorities"": 13549177.0, ""net_income"": 122865616.0, ""interest_expense_non_operating"": 12594660.0, ""ebit"": 99607385.0, ""ebitda"": null, ""diluted_shares_outstanding"": 372320048.48484844}","{""operating_cash_flow"": -21820656.0, ""investing_cash_flow"": -28570439.0, ""financing_cash_flow"": 28788331.0, ""net_increased_decreased"": -21602764.0, ""capital_expenditure"": 35318627.0, ""free_cash_flow"": 13497971.0}"
YULE.JK,2024-09-30,5,"{""total_current_asset"": null, ""total_non_current_asset"": null, ""total_asset"": 594461548155.0, ""cash_only"": 39643455332.0, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": null, ""total_current_liabilities"": null, ""total_non_current_liabilities"": null, ""total_liabilities"": 56828317393.0, ""total_equity"": 537633230762.0, ""total_debt"": null, ""stockholders_equity"": 536632528231.0}","{""total_revenue"": 20830432991.0, ""cost_of_revenue"": null, ""gross_income"": null, ""operating_expense"": 17444090151.0, ""operating_income"": null, ""non_operating_income_or_loss"": null, ""pretax_income"": 10834473413.0, ""income_taxes"": -1765920696.0, ""minorities"": null, ""net_income"": 9068552717.0, ""interest_expense_non_operating"": 247685482.0, ""ebit"": 11082158895.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1588187866.3747811}","{""operating_cash_flow"": -29988059156.0, ""investing_cash_flow"": 344502421.0, ""financing_cash_flow"": 22272000000.0, ""net_increased_decreased"": -7371556735.0, ""capital_expenditure"": 33705856.0, ""free_cash_flow"": -29954353300.0}"
DOSS.JK,2024-09-30,1,"{""total_current_asset"": 191190789305.0, ""total_non_current_asset"": 26460528380.0, ""total_asset"": 217651317685.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 63975808857.0, ""total_current_liabilities"": 49734122457.0, ""total_non_current_liabilities"": 2839290397.0, ""total_liabilities"": 52573412854.0, ""total_equity"": 165077904831.0, ""total_debt"": 2644666141.0, ""stockholders_equity"": 163136386064.0}","{""total_revenue"": 443914230446.0, ""cost_of_revenue"": 418871175846.0, ""gross_income"": 25043054600.0, ""operating_expense"": 33699474654.0, ""operating_income"": 58742529254.0, ""non_operating_income_or_loss"": -38062974950.0, ""pretax_income"": 20679554304.0, ""income_taxes"": -2499631888.0, ""minorities"": -461590042.0, ""net_income"": 18641512458.0, ""interest_expense_non_operating"": 800754282.0, ""ebit"": 21480308586.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1768644445.7305505}","{""operating_cash_flow"": 7687544973.0, ""investing_cash_flow"": -3950141292.0, ""financing_cash_flow"": 51780956004.0, ""net_increased_decreased"": 55518359685.0, ""capital_expenditure"": 4639330480.0, ""free_cash_flow"": 12326875453.0}"
CBRE.JK,2024-09-30,1,"{""total_current_asset"": 26717978785.0, ""total_non_current_asset"": 321440683091.0, ""total_asset"": 348158661876.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 3324854476.0, ""total_current_liabilities"": 42711317806.0, ""total_non_current_liabilities"": 154713921368.0, ""total_liabilities"": 197425239174.0, ""total_equity"": 150733422702.0, ""total_debt"": 160614814893.0, ""stockholders_equity"": 150733422702.0}","{""total_revenue"": 41971910510.0, ""cost_of_revenue"": 33901061182.0, ""gross_income"": 8070849328.0, ""operating_expense"": 14361906334.0, ""operating_income"": 22432755662.0, ""non_operating_income_or_loss"": -39884255157.0, ""pretax_income"": -17451499495.0, ""income_taxes"": -503662926.0, ""minorities"": null, ""net_income"": -17955162421.0, ""interest_expense_non_operating"": 11150412505.0, ""ebit"": -6301086990.0, ""ebitda"": null, ""diluted_shares_outstanding"": 4522710937.279596}","{""operating_cash_flow"": 42653980147.0, ""investing_cash_flow"": -220405612181.0, ""financing_cash_flow"": 7491004163.0, ""net_increased_decreased"": -170260627871.0, ""capital_expenditure"": 220405612181.0, ""free_cash_flow"": 263059592328.0}"
PJAA.JK,2024-09-30,2,"{""total_current_asset"": 398625000000.0, ""total_non_current_asset"": 3229036000000.0, ""total_asset"": 3627661000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 269015000000.0, ""total_current_liabilities"": 386713000000.0, ""total_non_current_liabilities"": 1523973000000.0, ""total_liabilities"": 1910686000000.0, ""total_equity"": 1716975000000.0, ""total_debt"": 808433000000.0, ""stockholders_equity"": 1696555000000.0}","{""total_revenue"": 881446000000.0, ""cost_of_revenue"": 443105000000.0, ""gross_income"": 438341000000.0, ""operating_expense"": 208409000000.0, ""operating_income"": 646750000000.0, ""non_operating_income_or_loss"": -484309000000.0, ""pretax_income"": 162441000000.0, ""income_taxes"": -62506000000.0, ""minorities"": -660000000.0, ""net_income"": 99935000000.0, ""interest_expense_non_operating"": 76357000000.0, ""ebit"": 238798000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1596.7460317460318}","{""operating_cash_flow"": 85514000000.0, ""investing_cash_flow"": -101596000000.0, ""financing_cash_flow"": -126349000000.0, ""net_increased_decreased"": -142431000000.0, ""capital_expenditure"": 129398000000.0, ""free_cash_flow"": 214912000000.0}"
AVIA.JK,2024-09-30,1,"{""total_current_asset"": 8859607000000.0, ""total_non_current_asset"": 2399998000000.0, ""total_asset"": 11259605000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 2819076000000.0, ""total_current_liabilities"": 1138144000000.0, ""total_non_current_liabilities"": 78326000000.0, ""total_liabilities"": 1216470000000.0, ""total_equity"": 10043135000000.0, ""total_debt"": 40122000000.0, ""stockholders_equity"": 10036313000000.0}","{""total_revenue"": 5404728000000.0, ""cost_of_revenue"": 2999892000000.0, ""gross_income"": 2404836000000.0, ""operating_expense"": 1166003000000.0, ""operating_income"": 3570839000000.0, ""non_operating_income_or_loss"": -2112161000000.0, ""pretax_income"": 1458678000000.0, ""income_taxes"": -298555000000.0, ""minorities"": -300000000.0, ""net_income"": 1160423000000.0, ""interest_expense_non_operating"": 1688000000.0, ""ebit"": 1460366000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 61203.7447257384}","{""operating_cash_flow"": 1245159000000.0, ""investing_cash_flow"": 961002000000.0, ""financing_cash_flow"": -1076189000000.0, ""net_increased_decreased"": 1129972000000.0, ""capital_expenditure"": 333009000000.0, ""free_cash_flow"": 1578168000000.0}"
KMDS.JK,2024-09-30,1,"{""total_current_asset"": 169199959167.0, ""total_non_current_asset"": 94320836824.0, ""total_asset"": 263520795991.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 56002059042.0, ""total_current_liabilities"": 40967790510.0, ""total_non_current_liabilities"": 4441351753.0, ""total_liabilities"": 45409142263.0, ""total_equity"": 218111653728.0, ""total_debt"": 591142690.0, ""stockholders_equity"": 218111653728.0}","{""total_revenue"": 263358200190.0, ""cost_of_revenue"": 179310013477.0, ""gross_income"": 84048186713.0, ""operating_expense"": 36856607830.0, ""operating_income"": 120904794543.0, ""non_operating_income_or_loss"": -69735370253.0, ""pretax_income"": 51169424290.0, ""income_taxes"": -10752567540.0, ""minorities"": -19399660.0, ""net_income"": 40436256410.0, ""interest_expense_non_operating"": 55231696.0, ""ebit"": 51224655986.0, ""ebitda"": null, ""diluted_shares_outstanding"": 792867772.745098}","{""operating_cash_flow"": 35916036982.0, ""investing_cash_flow"": 1384717111.0, ""financing_cash_flow"": -18077422564.0, ""net_increased_decreased"": 19223331529.0, ""capital_expenditure"": 339064896.0, ""free_cash_flow"": 36255101878.0}"
JKSW.JK,2024-09-30,1,"{""total_current_asset"": 35941237807.0, ""total_non_current_asset"": 122887124405.0, ""total_asset"": 158828362212.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 3880640537.0, ""total_current_liabilities"": 15975060176.0, ""total_non_current_liabilities"": 639260330702.0, ""total_liabilities"": 655235390878.0, ""total_equity"": -496407028666.0, ""total_debt"": null, ""stockholders_equity"": -496407028666.0}","{""total_revenue"": null, ""cost_of_revenue"": null, ""gross_income"": null, ""operating_expense"": 11083919967.0, ""operating_income"": 11083919967.0, ""non_operating_income_or_loss"": null, ""pretax_income"": null, ""income_taxes"": null, ""minorities"": null, ""net_income"": -2526360378.0, ""interest_expense_non_operating"": 2342900.0, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 150021400.11876485}","{""operating_cash_flow"": -2310046322.0, ""investing_cash_flow"": -14550000.0, ""financing_cash_flow"": null, ""net_increased_decreased"": -2324596322.0, ""capital_expenditure"": 14550000.0, ""free_cash_flow"": -2295496322.0}"
