symbol,year,period,file_name,file_url
PTIS.JK,2024,tw2,FinancialStatement-2024-II-PTIS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/PTIS/FinancialStatement-2024-II-PTIS.xlsx
PTIS.JK,2024,tw3,FinancialStatement-2024-III-PTIS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/PTIS/FinancialStatement-2024-III-PTIS.xlsx
ZBRA.JK,2024,tw1,FinancialStatement-2024-I-ZBRA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/ZBRA/FinancialStatement-2024-I-ZBRA.xlsx
ZBRA.JK,2024,tw2,FinancialStatement-2024-II-ZBRA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/ZBRA/FinancialStatement-2024-II-ZBRA.xlsx
ZBRA.JK,2024,tw3,FinancialStatement-2024-III-ZBRA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/ZBRA/FinancialStatement-2024-III-ZBRA.xlsx
INAF.JK,2024,tw1,FinancialStatement-2024-I-INAF.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/INAF/FinancialStatement-2024-I-INAF.xlsx
INAF.JK,2024,tw2,FinancialStatement-2024-II-INAF.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/INAF/FinancialStatement-2024-II-INAF.xlsx
INAF.JK,2024,tw3,FinancialStatement-2024-III-INAF.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/INAF/FinancialStatement-2024-III-INAF.xlsx
CGAS.JK,2024,tw1,FinancialStatement-2024-I-CGAS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/CGAS/FinancialStatement-2024-I-CGAS.xlsx
CGAS.JK,2024,tw2,FinancialStatement-2024-II-CGAS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/CGAS/FinancialStatement-2024-II-CGAS.xlsx
CGAS.JK,2024,tw3,FinancialStatement-2024-III-CGAS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/CGAS/FinancialStatement-2024-III-CGAS.xlsx
RANC.JK,2024,tw1,FinancialStatement-2024-I-RANC.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/RANC/FinancialStatement-2024-I-RANC.xlsx
RANC.JK,2024,tw2,FinancialStatement-2024-II-RANC.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/RANC/FinancialStatement-2024-II-RANC.xlsx
RANC.JK,2024,tw3,FinancialStatement-2024-III-RANC.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/RANC/FinancialStatement-2024-III-RANC.xlsx
DOSS.JK,2024,tw3,FinancialStatement-2024-III-DOSS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/DOSS/FinancialStatement-2024-III-DOSS.xlsx
GOLF.JK,2024,tw2,FinancialStatement-2024-II-GOLF.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/GOLF/FinancialStatement-2024-II-GOLF.xlsx
