symbol,year,period,file_name,file_url
ICBP.JK,2024,tw3,FinancialStatement-2024-III-ICBP.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/ICBP/FinancialStatement-2024-III-ICBP.xlsx
TNCA.JK,2024,tw3,FinancialStatement-2024-III-TNCA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/TNCA/FinancialStatement-2024-III-TNCA.xlsx
MREI.JK,2024,tw3,FinancialStatement-2024-III-MREI.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/MREI/FinancialStatement-2024-III-MREI.xlsx
INDX.JK,2024,tw3,FinancialStatement-2024-III-INDX.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/INDX/FinancialStatement-2024-III-INDX.xlsx
APEX.JK,2024,tw3,FinancialStatement-2024-III-APEX.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/APEX/FinancialStatement-2024-III-APEX.xlsx
PKPK.JK,2024,tw3,FinancialStatement-2024-III-PKPK.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/PKPK/FinancialStatement-2024-III-PKPK.xlsx
GMTD.JK,2024,tw3,FinancialStatement-2024-III-GMTD.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/GMTD/FinancialStatement-2024-III-GMTD.xlsx
MTEL.JK,2024,tw3,FinancialStatement-2024-III-MTEL.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/MTEL/FinancialStatement-2024-III-MTEL.xlsx
GGRM.JK,2024,tw3,FinancialStatement-2024-III-GGRM.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/GGRM/FinancialStatement-2024-III-GGRM.xlsx
HITS.JK,2024,tw3,FinancialStatement-2024-III-HITS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/HITS/FinancialStatement-2024-III-HITS.xlsx
