symbol,year,period,file_name,file_url
DAYA.JK,2024,tw1,FinancialStatement-2024-I-DAYA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/DAYA/FinancialStatement-2024-I-DAYA.xlsx
DAYA.JK,2024,tw2,FinancialStatement-2024-II-DAYA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/DAYA/FinancialStatement-2024-II-DAYA.xlsx
LABS.JK,2024,tw2,FinancialStatement-2024-II-LABS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/LABS/FinancialStatement-2024-II-LABS.xlsx
ISEA.JK,2024,tw2,FinancialStatement-2024-II-ISEA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/ISEA/FinancialStatement-2024-II-ISEA.xlsx
EAST.JK,2024,tw1,FinancialStatement-2024-I-EAST.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/EAST/FinancialStatement-2024-I-EAST.xlsx
EAST.JK,2024,tw2,FinancialStatement-2024-II-EAST.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/EAST/FinancialStatement-2024-II-EAST.xlsx
NANO.JK,2024,tw2,FinancialStatement-2024-II-NANO.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/NANO/FinancialStatement-2024-II-NANO.xlsx
IKAN.JK,2024,tw1,FinancialStatement-2024-I-IKAN.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/IKAN/FinancialStatement-2024-I-IKAN.xlsx
IKAN.JK,2024,tw2,FinancialStatement-2024-II-IKAN.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/IKAN/FinancialStatement-2024-II-IKAN.xlsx
OLIV.JK,2024,tw2,FinancialStatement-2024-II-OLIV.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/OLIV/FinancialStatement-2024-II-OLIV.xlsx
