symbol,year,period,file_name,file_url
STAA.JK,2024,tw3,FinancialStatement-2024-III-STAA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/STAA/FinancialStatement-2024-III-STAA.xlsx
APII.JK,2024,tw3,FinancialStatement-2024-III-APII.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/APII/FinancialStatement-2024-III-APII.xlsx
PNSE.JK,2024,tw3,FinancialStatement-2024-III-PNSE.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/PNSE/FinancialStatement-2024-III-PNSE.xlsx
TOOL.JK,2024,tw3,FinancialStatement-2024-III-TOOL.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/TOOL/FinancialStatement-2024-III-TOOL.xlsx
BKSW.JK,2024,tw3,FinancialStatement-2024-III-BKSW.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/BKSW/FinancialStatement-2024-III-BKSW.xlsx
DATA.JK,2024,tw3,FinancialStatement-2024-III-DATA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/DATA/FinancialStatement-2024-III-DATA.xlsx
BINA.JK,2024,tw3,FinancialStatement-2024-III-BINA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/BINA/FinancialStatement-2024-III-BINA.xlsx
TGUK.JK,2024,tw3,FinancialStatement-2024-III-TGUK.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/TGUK/FinancialStatement-2024-III-TGUK.xlsx
PADI.JK,2024,tw3,FinancialStatement-2024-III-PADI.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/PADI/FinancialStatement-2024-III-PADI.xlsx
MSTI.JK,2024,tw3,FinancialStatement-2024-III-MSTI.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/MSTI/FinancialStatement-2024-III-MSTI.xlsx
PSDN.JK,2024,tw3,FinancialStatement-2024-III-PSDN.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/PSDN/FinancialStatement-2024-III-PSDN.xlsx
SMMT.JK,2024,tw3,FinancialStatement-2024-III-SMMT.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/SMMT/FinancialStatement-2024-III-SMMT.xlsx
ELSA.JK,2024,tw3,FinancialStatement-2024-III-ELSA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/ELSA/FinancialStatement-2024-III-ELSA.xlsx
ALTO.JK,2024,tw3,FinancialStatement-2024-III-ALTO.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/ALTO/FinancialStatement-2024-III-ALTO.xlsx
BOBA.JK,2024,tw3,FinancialStatement-2024-III-BOBA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/BOBA/FinancialStatement-2024-III-BOBA.xlsx
VINS.JK,2024,tw3,FinancialStatement-2024-III-VINS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/VINS/FinancialStatement-2024-III-VINS.xlsx
PYFA.JK,2024,tw3,FinancialStatement-2024-III-PYFA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/PYFA/FinancialStatement-2024-III-PYFA.xlsx
TRUS.JK,2024,tw3,FinancialStatement-2024-III-TRUS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/TRUS/FinancialStatement-2024-III-TRUS.xlsx
PANI.JK,2024,tw3,FinancialStatement-2024-III-PANI.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/PANI/FinancialStatement-2024-III-PANI.xlsx
VTNY.JK,2024,tw3,FinancialStatement-2024-III-VTNY.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/VTNY/FinancialStatement-2024-III-VTNY.xlsx
BUMI.JK,2024,tw3,FinancialStatement-2024-III-BUMI.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/BUMI/FinancialStatement-2024-III-BUMI.xlsx
YULE.JK,2024,tw3,FinancialStatement-2024-III-YULE.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/YULE/FinancialStatement-2024-III-YULE.xlsx
DOSS.JK,2024,tw3,FinancialStatement-2024-III-DOSS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/DOSS/FinancialStatement-2024-III-DOSS.xlsx
