symbol,date,balance_sheet_metrics,income_stmt_metrics,cash_flow_metrics
VICO.JK,2024-03-31,"{""gross_loan"": 20329487639000.0, ""allowance_for_loans"": 564354488000.0, ""net_loan"": 20893842127000.0, ""non_loan_asset"": null, ""total_assets"": 32552649064000.0, ""total_earning_assets"": null, ""cash_only"": 215004038000.0, ""total_cash_and_due_from_banks"": 702151185000.0, ""current_account"": 2165457373000.0, ""savings_account"": 3193982062000.0, ""time_deposits"": 16358832522000.0, ""total_deposits"": 21718271957000.0, ""other_interest_bearing_liabilities"": null, ""non_interest_bearing_liabilities"": null, ""total_liabilities"": 26101558430000.0, ""total_equity"": 5127645645000.0, ""total_debt"": null, ""stockholders_equity"": 3217057344000.0, ""non_loan_assets"": 11658806937000.0}","{""interest_income"": 550924570000.0, ""interest_expenses"": 382734956000.0, ""net_interest_income"": 933659526000.0, ""premium_income"": 25462755000.0, ""premium_expenses"": 20962241000.0, ""net_premium_income"": 46424996000.0, ""non_interest_income"": null, ""total_revenue"": null, ""operating_expenses"": null, ""provision_for_impairment"": null, ""operating_income"": 110159232000.0, ""non_operating_income"": 56030879000.0, ""pretax_income"": 53372461000.0, ""income_taxes"": -7065076000.0, ""minorities"": 22648882000.0, ""net_income"": 68956267000.0, ""diluted_shares_outstanding"": 1526355032.2580645}","{""total_high_quality_liquid_asset"": null, ""cash_outflow"": null, ""cash_inflow"": null, ""total_net_cash_outflow"": null, ""net_operating_cash_flow"": -960472836000.0, ""net_investing_cash_flow"": 545048072000.0, ""net_financing_cash_flow"": -8029640000.0, ""net_increased_decreased"": -423454404000.0, ""realized_capital_goods_investment"": null, ""free_cash_flow"": null}"
MFIN.JK,2024-03-31,{"gross_loan": null, "allowance_for_loans": null, "net_loan": null, "non_loan_asset": null, "total_assets": 6482687000000.0, "total_earning_assets": null, "cash_only": 61837000000.0, "total_cash_and_due_from_banks": 382037000000.0, "current_account": null, "savings_account": null, "time_deposits": null, "total_deposits": null, "other_interest_bearing_liabilities": null, "non_interest_bearing_liabilities": null, "total_liabilities": 2994823000000.0, "total_equity": 3487864000000.0, "total_debt": null, "stockholders_equity": 3487864000000.0, "non_loan_assets": null}, ""allowance_for_loans"": null, ""net_loan"": null, ""non_loan_asset"": null, ""total_assets"": 6482687000000.0, ""total_earning_assets"": null, ""cash_only"": 61837000000.0, ""total_cash_and_due_from_banks"": 382037000000.0, ""current_account"": null, ""savings_account"": null, ""time_deposits"": null, ""total_deposits"": null, ""other_interest_bearing_liabilities"": null, ""non_interest_bearing_liabilities"": null, ""total_liabilities"": 2994823000000.0, ""total_equity"": 3487864000000.0, ""total_debt"": null, ""stockholders_equity"": 3487864000000.0, ""non_loan_assets"": null}","{""interest_income"": 13492000000.0, ""interest_expenses"": 65893000000.0, ""net_interest_income"": 79385000000.0, ""premium_income"": null, ""premium_expenses"": null, ""net_premium_income"": null, ""non_interest_income"": null, ""total_revenue"": null, ""operating_expenses"": null, ""provision_for_impairment"": 87154000000.0, ""operating_income"": null, ""non_operating_income"": null, ""pretax_income"": 113894000000.0, ""income_taxes"": -22460000000.0, ""minorities"": null, ""net_income"": 91434000000.0, ""diluted_shares_outstanding"": 2612.4}","{""total_high_quality_liquid_asset"": null, ""cash_outflow"": null, ""cash_inflow"": null, ""total_net_cash_outflow"": null, ""net_operating_cash_flow"": -107519000000.0, ""net_investing_cash_flow"": -38791000000.0, ""net_financing_cash_flow"": -314816000000.0, ""net_increased_decreased"": -461126000000.0, ""realized_capital_goods_investment"": null, ""free_cash_flow"": null}"
TFAS.JK,2024-03-31,"{""total_current_assets"": 208118800523.0, ""total_non_current_assets"": 37996806988.0, ""total_assets"": 246115607511.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 3116769360.0, ""total_current_liabilities"": 57917846720.0, ""total_non_current_liabilities"": 2418388812.0, ""total_liabilities"": 60336235532.0, ""total_equity"": 185779371979.0, ""total_debt"": 57102829021.0, ""stockholders_equity"": 183527270859.0}","{""total_revenue"": 117864447071.0, ""cost_of_revenue"": 112968000511.0, ""gross_income"": 4896446560.0, ""operating_expenses"": 4959949191.0, ""operating_income"": 9856395751.0, ""non_operating_income"": -11812007463.0, ""pretax_income"": -1955611712.0, ""income_taxes"": null, ""minorities"": -22076305.0, ""net_income"": -1933535407.0, ""interest_expense_non_operating"": 1914059826.0, ""ebit"": -41551886.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1652594364.9572651}","{""net_operating_cash_flow"": -194707146.0, ""net_investing_cash_flow"": 1180835000.0, ""net_financing_cash_flow"": -1512178124.0, ""net_increased_decreased"": -526050270.0, ""capital_expenditure"": null, ""free_cash_flow"": null}"
TRON.JK,2024-03-31,"{""total_current_assets"": 167468065538.0, ""total_non_current_assets"": 96498131090.0, ""total_assets"": 263966196628.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 38414120445.0, ""total_current_liabilities"": 17314058670.0, ""total_non_current_liabilities"": 33184924270.0, ""total_liabilities"": 50498982940.0, ""total_equity"": 213467213688.0, ""total_debt"": 35437406933.0, ""stockholders_equity"": 213467213688.0}","{""total_revenue"": 30742764432.0, ""cost_of_revenue"": 22134675632.0, ""gross_income"": 8608088800.0, ""operating_expenses"": 5834423821.0, ""operating_income"": 14442512621.0, ""non_operating_income"": -12148074912.0, ""pretax_income"": 2294437709.0, ""income_taxes"": null, ""minorities"": null, ""net_income"": 2294437709.0, ""interest_expense_non_operating"": 843434716.0, ""ebit"": 3137872425.0, ""ebitda"": null, ""diluted_shares_outstanding"": 2699338481.1764708}","{""net_operating_cash_flow"": -10982511047.0, ""net_investing_cash_flow"": -3887580846.0, ""net_financing_cash_flow"": 11990000139.0, ""net_increased_decreased"": -2880091754.0, ""capital_expenditure"": 3760094286.0, ""free_cash_flow"": -7222416761.0}"
