symbol,year,period
CBDK.JK,2024,tw3
DGWG.JK,2024,tw3
YOII.JK,2024,tw3
OBAT.JK,2024,tw3
AADI.JK,2024,tw3
KRAH.JK,2024,tw3
DAAZ.JK,2024,tw3
ETWA.JK,2024,tw3
MDIY.JK,2024,tw3
BOAT.JK,2024,tw3
JMAS.JK,2024,tw3
SMAR.JK,2024,tw3
SOFA.JK,2024,tw3
PACK.JK,2024,tw3
NAIK.JK,2024,tw3
MAMI.JK,2024,tw3
LMAS.JK,2024,tw3
KBRI.JK,2024,tw3
HBAT.JK,2024,tw3
VERN.JK,2024,tw3
BOSS.JK,2024,tw3
SOUL.JK,2024,tw3
BRRC.JK,2024,tw3
HGII.JK,2024,tw3
RATU.JK,2024,tw3
FIMP.JK,2024,tw3
KSIX.JK,2024,tw3
