symbol,date,balance_sheet_metrics,income_stmt_metrics,cash_flow_metrics
RONY.JK,2024-03-31,"{""total_current_assets"": 6644243480.0, ""total_non_current_assets"": 1653182230.0, ""total_assets"": 8297425710.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 64644778.0, ""total_current_liabilities"": 3506168243.0, ""total_non_current_liabilities"": 29257923.0, ""total_liabilities"": 3535426166.0, ""total_equity"": 4761999544.0, ""total_debt"": 1754675361.0, ""stockholders_equity"": 4761999544.0}","{""total_revenue"": 521915271.0, ""cost_of_revenue"": 210560430.0, ""gross_income"": 311354841.0, ""operating_expenses"": 283507152.0, ""operating_income"": 594861993.0, ""non_operating_income"": -567173615.0, ""pretax_income"": 27688378.0, ""income_taxes"": null, ""minorities"": null, ""net_income"": 27688378.0, ""interest_expense_non_operating"": 199500.0, ""ebit"": 27887878.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1384418900.0}","{""net_operating_cash_flow"": 57910524.0, ""net_investing_cash_flow"": null, ""net_financing_cash_flow"": null, ""net_increased_decreased"": 57910524.0, ""capital_expenditure"": null, ""free_cash_flow"": null}"
INPP.JK,2024-03-31,"{""total_current_assets"": 2116245316745.0, ""total_non_current_assets"": 7524346364022.0, ""total_assets"": 9640591680767.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 457486940809.0, ""total_current_liabilities"": 1093807232581.0, ""total_non_current_liabilities"": 2488917781448.0, ""total_liabilities"": 3582725014029.0, ""total_equity"": 6057866666738.0, ""total_debt"": 1903951622066.0, ""stockholders_equity"": 5451089251495.0}","{""total_revenue"": 262583176143.0, ""cost_of_revenue"": 89237006706.0, ""gross_income"": 173346169437.0, ""operating_expenses"": 125701162589.0, ""operating_income"": 299047332026.0, ""non_operating_income"": -158552431652.0, ""pretax_income"": 140494900374.0, ""income_taxes"": -6540139321.0, ""minorities"": 16068885895.0, ""net_income"": 117885875158.0, ""interest_expense_non_operating"": 43432309444.0, ""ebit"": 183927209818.0, ""ebitda"": null, ""diluted_shares_outstanding"": 11184618136.432638}","{""net_operating_cash_flow"": 42845491760.0, ""net_investing_cash_flow"": -152575159730.0, ""net_financing_cash_flow"": 148466797460.0, ""net_increased_decreased"": 38737129490.0, ""capital_expenditure"": 152644659730.0, ""free_cash_flow"": 195490151490.0}"
GHON.JK,2024-03-31,"{""total_current_assets"": 131792869000.0, ""total_non_current_assets"": 1241190545000.0, ""total_assets"": 1372983414000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 16421572000.0, ""total_current_liabilities"": 330878803000.0, ""total_non_current_liabilities"": 190575484000.0, ""total_liabilities"": 521454287000.0, ""total_equity"": 851529127000.0, ""total_debt"": 402240325000.0, ""stockholders_equity"": 829394901000.0}","{""total_revenue"": 53920980000.0, ""cost_of_revenue"": 19609211000.0, ""gross_income"": 34311769000.0, ""operating_expenses"": 8226220000.0, ""operating_income"": 42537989000.0, ""non_operating_income"": -24761647000.0, ""pretax_income"": 17776342000.0, ""income_taxes"": -1292136000.0, ""minorities"": 373552000.0, ""net_income"": 16110654000.0, ""interest_expense_non_operating"": 7884049000.0, ""ebit"": 25660391000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 537021800.0}","{""net_operating_cash_flow"": 25011268000.0, ""net_investing_cash_flow"": -102052593000.0, ""net_financing_cash_flow"": 6402391000.0, ""net_increased_decreased"": -70638934000.0, ""capital_expenditure"": 103102652000.0, ""free_cash_flow"": 128113920000.0}"
SAPX.JK,2024-03-31,"{""total_current_assets"": 257935502925.0, ""total_non_current_assets"": 74446503790.0, ""total_assets"": 332382006715.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 59207786103.0, ""total_current_liabilities"": 145296777792.0, ""total_non_current_liabilities"": 7744119987.0, ""total_liabilities"": 153040897779.0, ""total_equity"": 179341108936.0, ""total_debt"": 64699788785.0, ""stockholders_equity"": 179341108936.0}","{""total_revenue"": 189963260751.0, ""cost_of_revenue"": 149384709746.0, ""gross_income"": 40578551005.0, ""operating_expenses"": 37246205144.0, ""operating_income"": 77824756149.0, ""non_operating_income"": -74907373036.0, ""pretax_income"": 2917383113.0, ""income_taxes"": -641824284.0, ""minorities"": null, ""net_income"": 2275558829.0, ""interest_expense_non_operating"": 1711543943.0, ""ebit"": 4628927056.0, ""ebitda"": null, ""diluted_shares_outstanding"": 833538032.6007326}","{""net_operating_cash_flow"": 7808221825.0, ""net_investing_cash_flow"": 1253276962.0, ""net_financing_cash_flow"": -13105935930.0, ""net_increased_decreased"": -4044437143.0, ""capital_expenditure"": 709723038.0, ""free_cash_flow"": 8517944863.0}"
SSTM.JK,2024-03-31,"{""total_current_assets"": 216829644409.0, ""total_non_current_assets"": 195816812891.0, ""total_assets"": 412646457300.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 3145596184.0, ""total_current_liabilities"": 134771886579.0, ""total_non_current_liabilities"": 36014052852.0, ""total_liabilities"": 170785939431.0, ""total_equity"": 241860517869.0, ""total_debt"": null, ""stockholders_equity"": 241860517869.0}","{""total_revenue"": 61739072767.0, ""cost_of_revenue"": 56250375089.0, ""gross_income"": 5488697678.0, ""operating_expenses"": 3310773969.0, ""operating_income"": 8799471647.0, ""non_operating_income"": -2110157537.0, ""pretax_income"": 6689314110.0, ""income_taxes"": -690678565.0, ""minorities"": null, ""net_income"": 5998635545.0, ""interest_expense_non_operating"": 56591548.0, ""ebit"": 6745905658.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1199727109.0}","{""net_operating_cash_flow"": 1257754497.0, ""net_investing_cash_flow"": -490000000.0, ""net_financing_cash_flow"": null, ""net_increased_decreased"": 767754497.0, ""capital_expenditure"": 490000000.0, ""free_cash_flow"": 1747754497.0}"
WIFI.JK,2024-03-31,"{""total_current_assets"": 314574004710.0, ""total_non_current_assets"": 1707862016482.0, ""total_assets"": 2022436021192.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 35768737603.0, ""total_current_liabilities"": 289479038144.0, ""total_non_current_liabilities"": 959969895905.0, ""total_liabilities"": 1249448934049.0, ""total_equity"": 772987087143.0, ""total_debt"": 960791618891.0, ""stockholders_equity"": 771005006772.0}","{""total_revenue"": 139781211970.0, ""cost_of_revenue"": 59851711698.0, ""gross_income"": 79929500272.0, ""operating_expenses"": 15654491646.0, ""operating_income"": 95583991918.0, ""non_operating_income"": -50537605873.0, ""pretax_income"": 45046386045.0, ""income_taxes"": -15759398823.0, ""minorities"": -101817815.0, ""net_income"": 29388805037.0, ""interest_expense_non_operating"": 19271528558.0, ""ebit"": 64317914603.0, ""ebitda"": null, ""diluted_shares_outstanding"": 2323225694.624506}","{""net_operating_cash_flow"": -159163330830.0, ""net_investing_cash_flow"": -249999656705.0, ""net_financing_cash_flow"": 404859186008.0, ""net_increased_decreased"": -4303801527.0, ""capital_expenditure"": 249999656705.0, ""free_cash_flow"": 90836325875.0}"
BABP.JK,2024-03-31,"{""gross_loan"": 10225861000000.0, ""allowance_for_loans"": 261999000000.0, ""net_loan"": 10487860000000.0, ""non_loan_asset"": null, ""total_assets"": 18290069000000.0, ""total_earning_assets"": null, ""cash_only"": 149606000000.0, ""total_cash_and_due_from_banks"": 343135000000.0, ""current_account"": 902752000000.0, ""savings_account"": 1996976000000.0, ""time_deposits"": 11019064000000.0, ""total_deposits"": 13918792000000.0, ""other_interest_bearing_liabilities"": null, ""non_interest_bearing_liabilities"": null, ""total_liabilities"": 14686763000000.0, ""total_equity"": 3603306000000.0, ""total_debt"": null, ""stockholders_equity"": 3603306000000.0, ""non_loan_assets"": 7802209000000.0}","{""interest_income"": 335776000000.0, ""interest_expenses"": 202085000000.0, ""net_interest_income"": 537861000000.0, ""premium_income"": null, ""premium_expenses"": null, ""net_premium_income"": null, ""non_interest_income"": null, ""total_revenue"": null, ""operating_expenses"": null, ""provision_for_impairment"": -11070000000.0, ""operating_income"": 15840000000.0, ""non_operating_income"": 3236000000.0, ""pretax_income"": 19076000000.0, ""income_taxes"": -4227000000.0, ""minorities"": null, ""net_income"": 14849000000.0, ""diluted_shares_outstanding"": 32280.434782608696}","{""total_high_quality_liquid_asset"": null, ""cash_outflow"": null, ""cash_inflow"": null, ""total_net_cash_outflow"": null, ""net_operating_cash_flow"": -317128000000.0, ""net_investing_cash_flow"": 63689000000.0, ""net_financing_cash_flow"": 1727000000.0, ""net_increased_decreased"": -251712000000.0, ""realized_capital_goods_investment"": null, ""free_cash_flow"": null}"
AMIN.JK,2024-03-31,"{""total_current_assets"": 241196346116.0, ""total_non_current_assets"": 102470930458.0, ""total_assets"": 343667276574.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 3946215416.0, ""total_current_liabilities"": 156707399706.0, ""total_non_current_liabilities"": 13118625651.0, ""total_liabilities"": 169826025357.0, ""total_equity"": 173841251217.0, ""total_debt"": 50952350891.0, ""stockholders_equity"": 173841251217.0}","{""total_revenue"": 76240835987.0, ""cost_of_revenue"": 66641691887.0, ""gross_income"": 9599144100.0, ""operating_expenses"": 3761147751.0, ""operating_income"": 13360291851.0, ""non_operating_income"": -8604931644.0, ""pretax_income"": 4755360207.0, ""income_taxes"": null, ""minorities"": null, ""net_income"": 4755360207.0, ""interest_expense_non_operating"": 1227284635.0, ""ebit"": 5982644842.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1080763683.4090908}","{""net_operating_cash_flow"": 996910920.0, ""net_investing_cash_flow"": -887511388.0, ""net_financing_cash_flow"": -5099204973.0, ""net_increased_decreased"": -4989805441.0, ""capital_expenditure"": 887511388.0, ""free_cash_flow"": 1884422308.0}"
PORT.JK,2024-03-31,"{""total_current_assets"": 1029933436000.0, ""total_non_current_assets"": 654860673000.0, ""total_assets"": 1684794109000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 239764055000.0, ""total_current_liabilities"": 516447930000.0, ""total_non_current_liabilities"": 154636649000.0, ""total_liabilities"": 671084579000.0, ""total_equity"": 1013709530000.0, ""total_debt"": 200805067000.0, ""stockholders_equity"": 1083640237000.0}","{""total_revenue"": 303604904000.0, ""cost_of_revenue"": 227232190000.0, ""gross_income"": 76372714000.0, ""operating_expenses"": 19167046000.0, ""operating_income"": 95539760000.0, ""non_operating_income"": -40979485000.0, ""pretax_income"": 54560275000.0, ""income_taxes"": -14423061000.0, ""minorities"": -8902127000.0, ""net_income"": 27792983000.0, ""interest_expense_non_operating"": 4959304000.0, ""ebit"": 59519579000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 2813054959.51417}","{""net_operating_cash_flow"": 66608450000.0, ""net_investing_cash_flow"": -116593000.0, ""net_financing_cash_flow"": -52686683000.0, ""net_increased_decreased"": 13805174000.0, ""capital_expenditure"": 116593000.0, ""free_cash_flow"": 66725043000.0}"
CPRO.JK,2024-03-31,"{""total_current_assets"": 2524971000000.0, ""total_non_current_assets"": 4521660000000.0, ""total_assets"": 7046631000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 99024000000.0, ""total_current_liabilities"": 2325749000000.0, ""total_non_current_liabilities"": 1202269000000.0, ""total_liabilities"": 3528018000000.0, ""total_equity"": 3518613000000.0, ""total_debt"": 2095931000000.0, ""stockholders_equity"": 3515564000000.0}","{""total_revenue"": 2289408000000.0, ""cost_of_revenue"": 1869286000000.0, ""gross_income"": 420122000000.0, ""operating_expenses"": 229366000000.0, ""operating_income"": 649488000000.0, ""non_operating_income"": -516966000000.0, ""pretax_income"": 132522000000.0, ""income_taxes"": -33612000000.0, ""minorities"": 25000000.0, ""net_income"": 98885000000.0, ""interest_expense_non_operating"": 42864000000.0, ""ebit"": 175386000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 58167.64705882353}","{""net_operating_cash_flow"": 149152000000.0, ""net_investing_cash_flow"": -55203000000.0, ""net_financing_cash_flow"": -70238000000.0, ""net_increased_decreased"": 23711000000.0, ""capital_expenditure"": 55220000000.0, ""free_cash_flow"": 204372000000.0}"
KRAS.JK,2024-03-31,"{""total_current_assets"": 631122000.0, ""total_non_current_assets"": 2163128000.0, ""total_assets"": 2794250000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 97853000.0, ""total_current_liabilities"": 2107769000.0, ""total_non_current_liabilities"": 226746000.0, ""total_liabilities"": 2334515000.0, ""total_equity"": 459735000.0, ""total_debt"": 1817059000.0, ""stockholders_equity"": 488965000.0}","{""total_revenue"": 231793000.0, ""cost_of_revenue"": 211852000.0, ""gross_income"": 19941000.0, ""operating_expenses"": 26924000.0, ""operating_income"": 46865000.0, ""non_operating_income"": -72742000.0, ""pretax_income"": -25877000.0, ""income_taxes"": -1469000.0, ""minorities"": 1797000.0, ""net_income"": -29143000.0, ""interest_expense_non_operating"": 30606000.0, ""ebit"": 4729000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 19428666.666666668}","{""net_operating_cash_flow"": -20577000.0, ""net_investing_cash_flow"": 2741000.0, ""net_financing_cash_flow"": -6057000.0, ""net_increased_decreased"": -23893000.0, ""capital_expenditure"": 1235000.0, ""free_cash_flow"": -19342000.0}"
ABDA.JK,2024-03-31,"{""total_current_assets"": null, ""total_non_current_assets"": null, ""total_assets"": 2713894490000.0, ""cash_only"": 681964220000.0, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": null, ""total_current_liabilities"": null, ""total_non_current_liabilities"": null, ""total_liabilities"": 1199926707000.0, ""total_equity"": 1513967783000.0, ""total_debt"": null, ""stockholders_equity"": 1513917291000.0}","{""total_revenue"": 249566516000.0, ""cost_of_revenue"": null, ""gross_income"": null, ""operating_expenses"": null, ""operating_income"": 12043662000.0, ""non_operating_income"": null, ""pretax_income"": 10731847000.0, ""income_taxes"": 1311815000.0, ""minorities"": null, ""net_income"": 12043662000.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 633995.4736842106}","{""net_operating_cash_flow"": -6882170000.0, ""net_investing_cash_flow"": -33805989000.0, ""net_financing_cash_flow"": 0.0, ""net_increased_decreased"": -40688159000.0, ""capital_expenditure"": 2212204000.0, ""free_cash_flow"": -4669966000.0}"
GTBO.JK,2024-03-31,"{""total_current_assets"": 15366120.0, ""total_non_current_assets"": 46170869.0, ""total_assets"": 61536989.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 6779310.0, ""total_current_liabilities"": 7854764.0, ""total_non_current_liabilities"": 2071576.0, ""total_liabilities"": 9926340.0, ""total_equity"": 51610649.0, ""total_debt"": null, ""stockholders_equity"": 51610649.0}","{""total_revenue"": 11641181.0, ""cost_of_revenue"": 5683204.0, ""gross_income"": 5957977.0, ""operating_expenses"": 3470883.0, ""operating_income"": 9428860.0, ""non_operating_income"": -6980610.0, ""pretax_income"": 2448250.0, ""income_taxes"": -538615.0, ""minorities"": null, ""net_income"": 1909635.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 1909635000.0}","{""net_operating_cash_flow"": -573373.0, ""net_investing_cash_flow"": null, ""net_financing_cash_flow"": -700000.0, ""net_increased_decreased"": -1273373.0, ""capital_expenditure"": null, ""free_cash_flow"": null}"
PEVE.JK,2024-03-31,"{""total_current_assets"": 983495726422.0, ""total_non_current_assets"": 29346884224.0, ""total_assets"": 1012842610646.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 4094962498.0, ""total_current_liabilities"": 727006761393.0, ""total_non_current_liabilities"": 43254196363.0, ""total_liabilities"": 770260957756.0, ""total_equity"": 242581652890.0, ""total_debt"": 88739354990.0, ""stockholders_equity"": 242581498804.0}","{""total_revenue"": 714492921204.0, ""cost_of_revenue"": 628603028721.0, ""gross_income"": 85889892483.0, ""operating_expenses"": 70745894158.0, ""operating_income"": 156635786641.0, ""non_operating_income"": -143001689744.0, ""pretax_income"": 13634096897.0, ""income_taxes"": -2999501317.0, ""minorities"": -627387.0, ""net_income"": 10635222967.0, ""interest_expense_non_operating"": 1500401043.0, ""ebit"": 15134497940.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1766648333.3887045}","{""net_operating_cash_flow"": -14276860475.0, ""net_investing_cash_flow"": -1953983083.0, ""net_financing_cash_flow"": 15833706464.0, ""net_increased_decreased"": -397137094.0, ""capital_expenditure"": 2093622724.0, ""free_cash_flow"": -12183237751.0}"
RGAS.JK,2024-03-31,"{""total_current_assets"": 66756963181.0, ""total_non_current_assets"": 23273873640.0, ""total_assets"": 90030836821.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 26568371584.0, ""total_current_liabilities"": 2593202094.0, ""total_non_current_liabilities"": 728824537.0, ""total_liabilities"": 3322026631.0, ""total_equity"": 86708810190.0, ""total_debt"": null, ""stockholders_equity"": 86626858399.0}","{""total_revenue"": 20530026602.0, ""cost_of_revenue"": 14407709664.0, ""gross_income"": 6122316938.0, ""operating_expenses"": 4521856005.0, ""operating_income"": 10644172943.0, ""non_operating_income"": -8817534226.0, ""pretax_income"": 1826638717.0, ""income_taxes"": -615650315.0, ""minorities"": -1421194.0, ""net_income"": 1212409596.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 1460734453.0120482}","{""net_operating_cash_flow"": 3867852695.0, ""net_investing_cash_flow"": -708066423.0, ""net_financing_cash_flow"": null, ""net_increased_decreased"": 3159786272.0, ""capital_expenditure"": 721042460.0, ""free_cash_flow"": 4588895155.0}"
MDIA.JK,2024-03-31,"{""total_current_assets"": 7128200047000.0, ""total_non_current_assets"": 866564001000.0, ""total_assets"": 7994764048000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 10184264000.0, ""total_current_liabilities"": 6038377161000.0, ""total_non_current_liabilities"": 96548456000.0, ""total_liabilities"": 6134925617000.0, ""total_equity"": 1859838431000.0, ""total_debt"": 1798147606000.0, ""stockholders_equity"": 1842094464000.0}","{""total_revenue"": 173199428000.0, ""cost_of_revenue"": 75274815000.0, ""gross_income"": 97924613000.0, ""operating_expenses"": 74408607000.0, ""operating_income"": 172333220000.0, ""non_operating_income"": -239725287000.0, ""pretax_income"": -67392067000.0, ""income_taxes"": -3449122000.0, ""minorities"": -36959000.0, ""net_income"": -70804230000.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 39215538.4}","{""net_operating_cash_flow"": -317480000.0, ""net_investing_cash_flow"": 1312488000.0, ""net_financing_cash_flow"": -151996000.0, ""net_increased_decreased"": 843012000.0, ""capital_expenditure"": -887488000.0, ""free_cash_flow"": -1204968000.0}"
MCOR.JK,2024-03-31,"{""gross_loan"": 20516822000000.0, ""allowance_for_loans"": 579383000000.0, ""net_loan"": 21096205000000.0, ""non_loan_asset"": null, ""total_assets"": 29823994000000.0, ""total_earning_assets"": null, ""cash_only"": 267949000000.0, ""total_cash_and_due_from_banks"": 576137000000.0, ""current_account"": 3713905000000.0, ""savings_account"": 1041661000000.0, ""time_deposits"": 16225173000000.0, ""total_deposits"": 20980739000000.0, ""other_interest_bearing_liabilities"": null, ""non_interest_bearing_liabilities"": null, ""total_liabilities"": 23205450000000.0, ""total_equity"": 6618544000000.0, ""total_debt"": null, ""stockholders_equity"": 6618544000000.0, ""non_loan_assets"": 8727789000000.0}","{""interest_income"": 497833000000.0, ""interest_expenses"": 252888000000.0, ""net_interest_income"": 750721000000.0, ""premium_income"": null, ""premium_expenses"": null, ""net_premium_income"": null, ""non_interest_income"": null, ""total_revenue"": null, ""operating_expenses"": null, ""provision_for_impairment"": 60338000000.0, ""operating_income"": 91259000000.0, ""non_operating_income"": 3299000000.0, ""pretax_income"": 94322000000.0, ""income_taxes"": -20751000000.0, ""minorities"": null, ""net_income"": 73571000000.0, ""diluted_shares_outstanding"": 37923.19587628866}","{""total_high_quality_liquid_asset"": null, ""cash_outflow"": null, ""cash_inflow"": null, ""total_net_cash_outflow"": null, ""net_operating_cash_flow"": 2386096000000.0, ""net_investing_cash_flow"": -1250564000000.0, ""net_financing_cash_flow"": -462085000000.0, ""net_increased_decreased"": 673447000000.0, ""realized_capital_goods_investment"": null, ""free_cash_flow"": null}"
NTBK.JK,2024-03-31,"{""total_current_assets"": 109402085569.0, ""total_non_current_assets"": 21646584704.0, ""total_assets"": 131048670273.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 12359461576.0, ""total_current_liabilities"": 30620728465.0, ""total_non_current_liabilities"": 5367895999.0, ""total_liabilities"": 35988624464.0, ""total_equity"": 95060045809.0, ""total_debt"": 896656430.0, ""stockholders_equity"": 95060045809.0}","{""total_revenue"": 21749289479.0, ""cost_of_revenue"": 18338094906.0, ""gross_income"": 3411194573.0, ""operating_expenses"": 3353721536.0, ""operating_income"": 6764916109.0, ""non_operating_income"": -6667735875.0, ""pretax_income"": 97180234.0, ""income_taxes"": -85501077.0, ""minorities"": null, ""net_income"": 11679157.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 2919789250.0}","{""net_operating_cash_flow"": 746730930.0, ""net_investing_cash_flow"": -75221500.0, ""net_financing_cash_flow"": -10084765817.0, ""net_increased_decreased"": -9413256387.0, ""capital_expenditure"": 75221500.0, ""free_cash_flow"": 821952430.0}"
BMRI.JK,2024-03-31,"{""gross_loan"": 1393927895000000.0, ""allowance_for_loans"": 52182858000000.0, ""net_loan"": 1446110753000000.0, ""non_loan_asset"": null, ""total_assets"": 2163785243000000.0, ""total_earning_assets"": null, ""cash_only"": 26919539000000.0, ""total_cash_and_due_from_banks"": 74147046000000.0, ""current_account"": 527479575000000.0, ""savings_account"": 529683157000000.0, ""time_deposits"": 287069640000000.0, ""total_deposits"": 1344232372000000.0, ""other_interest_bearing_liabilities"": null, ""non_interest_bearing_liabilities"": null, ""total_liabilities"": 1666762998000000.0, ""total_equity"": 268786509000000.0, ""total_debt"": null, ""stockholders_equity"": 240686777000000.0, ""non_loan_assets"": 717674490000000.0}","{""interest_income"": 35535295000000.0, ""interest_expenses"": 11349428000000.0, ""net_interest_income"": 46884723000000.0, ""premium_income"": 3315987000000.0, ""premium_expenses"": 2773006000000.0, ""net_premium_income"": 6088993000000.0, ""non_interest_income"": null, ""total_revenue"": null, ""operating_expenses"": null, ""provision_for_impairment"": 3725795000000.0, ""operating_income"": 17605258000000.0, ""non_operating_income"": -2651000000.0, ""pretax_income"": 17602607000000.0, ""income_taxes"": -3481158000000.0, ""minorities"": 1419271000000.0, ""net_income"": 15540720000000.0, ""diluted_shares_outstanding"": 93336.60077889632}","{""total_high_quality_liquid_asset"": null, ""cash_outflow"": null, ""cash_inflow"": null, ""total_net_cash_outflow"": null, ""net_operating_cash_flow"": -8504759000000.0, ""net_investing_cash_flow"": 9589158000000.0, ""net_financing_cash_flow"": -34025875000000.0, ""net_increased_decreased"": -32941476000000.0, ""realized_capital_goods_investment"": null, ""free_cash_flow"": null}"
CNTX.JK,2024-03-31,"{""total_current_assets"": 14031440.0, ""total_non_current_assets"": 17876801.0, ""total_assets"": 31908241.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 203107.0, ""total_current_liabilities"": 51223889.0, ""total_non_current_liabilities"": 2265928.0, ""total_liabilities"": 53489817.0, ""total_equity"": -21581576.0, ""total_debt"": 16000000.0, ""stockholders_equity"": -21581576.0}","{""total_revenue"": 6999357.0, ""cost_of_revenue"": 7023551.0, ""gross_income"": -24194.0, ""operating_expenses"": 784736.0, ""operating_income"": 760542.0, ""non_operating_income"": -2217230.0, ""pretax_income"": -1456688.0, ""income_taxes"": 0.0, ""minorities"": null, ""net_income"": -1456688.0, ""interest_expense_non_operating"": 711427.0, ""ebit"": -745261.0, ""ebitda"": null, ""diluted_shares_outstanding"": -145668800.0}","{""net_operating_cash_flow"": -573820.0, ""net_investing_cash_flow"": 40340.0, ""net_financing_cash_flow"": 663664.0, ""net_increased_decreased"": 130184.0, ""capital_expenditure"": -38174.0, ""free_cash_flow"": -611994.0}"
AXIO.JK,2024-03-31,"{""total_current_assets"": 627471828555.0, ""total_non_current_assets"": 255992172261.0, ""total_assets"": 883464000816.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 28743274386.0, ""total_current_liabilities"": 316495996801.0, ""total_non_current_liabilities"": 27313824038.0, ""total_liabilities"": 343809820839.0, ""total_equity"": 539654179977.0, ""total_debt"": 129263481675.0, ""stockholders_equity"": 518600800078.0}","{""total_revenue"": 201105316982.0, ""cost_of_revenue"": 170142219885.0, ""gross_income"": 30963097097.0, ""operating_expenses"": 22120932592.0, ""operating_income"": 53084029689.0, ""non_operating_income"": -45703889990.0, ""pretax_income"": 7380139699.0, ""income_taxes"": -835272159.0, ""minorities"": 1219570961.0, ""net_income"": 5325296579.0, ""interest_expense_non_operating"": 1762708433.0, ""ebit"": 9142848132.0, ""ebitda"": null, ""diluted_shares_outstanding"": 5851974262.6373625}","{""net_operating_cash_flow"": -78119164967.0, ""net_investing_cash_flow"": -3860781296.0, ""net_financing_cash_flow"": 51509060721.0, ""net_increased_decreased"": -30470885542.0, ""capital_expenditure"": 3860781296.0, ""free_cash_flow"": -74258383671.0}"
PICO.JK,2024-03-31,"{""total_current_assets"": 342537509105.0, ""total_non_current_assets"": 369087708514.0, ""total_assets"": 711625217619.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 5228912734.0, ""total_current_liabilities"": 182619063258.0, ""total_non_current_liabilities"": 321624050194.0, ""total_liabilities"": 504243113452.0, ""total_equity"": 207382104167.0, ""total_debt"": 113815439111.0, ""stockholders_equity"": 207382104167.0}","{""total_revenue"": 172189093177.0, ""cost_of_revenue"": 155903135132.0, ""gross_income"": 16285958045.0, ""operating_expenses"": 9379012705.0, ""operating_income"": 25664970750.0, ""non_operating_income"": -23440240143.0, ""pretax_income"": 2224730607.0, ""income_taxes"": 205830420.0, ""minorities"": null, ""net_income"": 2430561027.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 565246750.4651163}","{""net_operating_cash_flow"": 378622108.0, ""net_investing_cash_flow"": 1058550092.0, ""net_financing_cash_flow"": -1474381657.0, ""net_increased_decreased"": -37209457.0, ""capital_expenditure"": 90872677.0, ""free_cash_flow"": 469494785.0}"
