symbol,date,balance_sheet_metrics,income_stmt_metrics,cash_flow_metrics
ICBP.JK,2024-09-30,"{""total_current_asset"": 40827626000000.0, ""total_non_current_asset"": 83360880000000.0, ""total_asset"": 124188506000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 22364318000000.0, ""total_current_liabilities"": 10794758000000.0, ""total_non_current_liabilities"": 45680008000000.0, ""total_liabilities"": 56474766000000.0, ""total_equity"": 67713740000000.0, ""total_debt"": 42721345000000.0, ""stockholders_equity"": 46150072000000.0}","{""total_revenue"": 55486221000000.0, ""cost_of_revenue"": 34842387000000.0, ""gross_income"": 20643834000000.0, ""operating_expense"": 8238389000000.0, ""operating_income"": 28882223000000.0, ""non_operating_income_or_loss"": -16924368000000.0, ""pretax_income"": 11957855000000.0, ""income_taxes"": -2585024000000.0, ""minorities"": 1223531000000.0, ""net_income"": 8149300000000.0, ""interest_expense_non_operating"": 1542394000000.0, ""ebit"": 13500249000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 11658.512160228898}","{""operating_cash_flow"": 6938409000000.0, ""investing_cash_flow"": -3284266000000.0, ""financing_cash_flow"": -3755195000000.0, ""net_increased_decreased"": -101052000000.0, ""capital_expenditure"": 2553119000000.0, ""free_cash_flow"": 9491528000000.0}"
TNCA.JK,2024-09-30,"{""total_current_asset"": 22869562173.0, ""total_non_current_asset"": 28778896499.0, ""total_asset"": 51648458672.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 2035934611.0, ""total_current_liabilities"": 6167776431.0, ""total_non_current_liabilities"": 1451066450.0, ""total_liabilities"": 7618842881.0, ""total_equity"": 44029615791.0, ""total_debt"": 406106507.0, ""stockholders_equity"": 44032212077.0}","{""total_revenue"": 52989266517.0, ""cost_of_revenue"": 40235114911.0, ""gross_income"": 12754151606.0, ""operating_expense"": 12329125474.0, ""operating_income"": 25083277080.0, ""non_operating_income_or_loss"": -24374622196.0, ""pretax_income"": 708654884.0, ""income_taxes"": -228363289.0, ""minorities"": 266521.0, ""net_income"": 480025074.0, ""interest_expense_non_operating"": 19590722.0, ""ebit"": 728245606.0, ""ebitda"": null, ""diluted_shares_outstanding"": 421074626.3157895}","{""operating_cash_flow"": -1112189418.0, ""investing_cash_flow"": -33921500.0, ""financing_cash_flow"": 0.0, ""net_increased_decreased"": -1146110918.0, ""capital_expenditure"": 60421500.0, ""free_cash_flow"": -1051767918.0}"
MREI.JK,2024-09-30,"{""total_current_asset"": null, ""total_non_current_asset"": null, ""total_asset"": 5170710087091.0, ""cash_only"": 101954557922.0, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": null, ""total_current_liabilities"": null, ""total_non_current_liabilities"": null, ""total_liabilities"": 3634711688417.0, ""total_equity"": 1531661368689.0, ""total_debt"": null, ""stockholders_equity"": 1531661368689.0}","{""total_revenue"": 2753814730838.0, ""cost_of_revenue"": null, ""gross_income"": null, ""operating_expense"": null, ""operating_income"": 69635661751.0, ""non_operating_income_or_loss"": null, ""pretax_income"": 54438651157.0, ""income_taxes"": 15197010594.0, ""minorities"": null, ""net_income"": 69635661751.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 517814260.49226654}","{""operating_cash_flow"": 91346358654.0, ""investing_cash_flow"": 7670039740.0, ""financing_cash_flow"": -6964929733.0, ""net_increased_decreased"": 92051468661.0, ""capital_expenditure"": 3438079515.0, ""free_cash_flow"": 94784438169.0}"
INDX.JK,2024-09-30,"{""total_current_asset"": 3437872647.0, ""total_non_current_asset"": 46959816011.0, ""total_asset"": 50397688658.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 2655272742.0, ""total_current_liabilities"": 9793354123.0, ""total_non_current_liabilities"": 9055880565.0, ""total_liabilities"": 18849234688.0, ""total_equity"": 31548453970.0, ""total_debt"": 8334359727.0, ""stockholders_equity"": 31543687125.0}","{""total_revenue"": 315059742.0, ""cost_of_revenue"": 1658541184.0, ""gross_income"": -1343481442.0, ""operating_expense"": 4510582622.0, ""operating_income"": 3167101180.0, ""non_operating_income_or_loss"": -9292409122.0, ""pretax_income"": -6125307942.0, ""income_taxes"": 0.0, ""minorities"": 5238.0, ""net_income"": -6125313180.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 437835109.3638313}","{""operating_cash_flow"": -5537459694.0, ""investing_cash_flow"": -6737763.0, ""financing_cash_flow"": 4339458586.0, ""net_increased_decreased"": -1204738871.0, ""capital_expenditure"": 6737763.0, ""free_cash_flow"": -5530721931.0}"
APEX.JK,2024-09-30,"{""total_current_asset"": 77667228.0, ""total_non_current_asset"": 176944851.0, ""total_asset"": 254612079.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 9106830.0, ""total_current_liabilities"": 16346493.0, ""total_non_current_liabilities"": 172530977.0, ""total_liabilities"": 188877470.0, ""total_equity"": 65734609.0, ""total_debt"": 126420004.0, ""stockholders_equity"": 65734609.0}","{""total_revenue"": 60825088.0, ""cost_of_revenue"": null, ""gross_income"": 60825088.0, ""operating_expense"": 60237419.0, ""operating_income"": 121062507.0, ""non_operating_income_or_loss"": -119678863.0, ""pretax_income"": 1383644.0, ""income_taxes"": -411663.0, ""minorities"": null, ""net_income"": 971981.0, ""interest_expense_non_operating"": 3146185.0, ""ebit"": 4529829.0, ""ebitda"": null, ""diluted_shares_outstanding"": 3239936666.666667}","{""operating_cash_flow"": 10356212.0, ""investing_cash_flow"": -5808339.0, ""financing_cash_flow"": -4054044.0, ""net_increased_decreased"": 493829.0, ""capital_expenditure"": 5874275.0, ""free_cash_flow"": 16230487.0}"
PKPK.JK,2024-09-30,"{""total_current_asset"": 217736489000.0, ""total_non_current_asset"": 346915735000.0, ""total_asset"": 564652224000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 31458239000.0, ""total_current_liabilities"": 329703614000.0, ""total_non_current_liabilities"": 2523623000.0, ""total_liabilities"": 332227237000.0, ""total_equity"": 232424987000.0, ""total_debt"": null, ""stockholders_equity"": 204461570000.0}","{""total_revenue"": 84018305000.0, ""cost_of_revenue"": 54317814000.0, ""gross_income"": 29700491000.0, ""operating_expense"": 21606957000.0, ""operating_income"": 51307448000.0, ""non_operating_income_or_loss"": -58924947000.0, ""pretax_income"": -7617499000.0, ""income_taxes"": null, ""minorities"": 1553696000.0, ""net_income"": -9171195000.0, ""interest_expense_non_operating"": 1659000.0, ""ebit"": -7615840000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1200418.1937172774}","{""operating_cash_flow"": -113723495000.0, ""investing_cash_flow"": -185881707000.0, ""financing_cash_flow"": 124977549000.0, ""net_increased_decreased"": -174627653000.0, ""capital_expenditure"": 204169180000.0, ""free_cash_flow"": 90445685000.0}"
GMTD.JK,2024-09-30,"{""total_current_asset"": 685151401341.0, ""total_non_current_asset"": 596026065367.0, ""total_asset"": 1281177466708.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 74183841783.0, ""total_current_liabilities"": 278351820522.0, ""total_non_current_liabilities"": 207363228085.0, ""total_liabilities"": 485715048607.0, ""total_equity"": 795462418101.0, ""total_debt"": null, ""stockholders_equity"": 795462419473.0}","{""total_revenue"": 320395843385.0, ""cost_of_revenue"": 131954669014.0, ""gross_income"": 188441174371.0, ""operating_expense"": 61011765482.0, ""operating_income"": 249452939853.0, ""non_operating_income_or_loss"": -147998901988.0, ""pretax_income"": 101454037865.0, ""income_taxes"": -292754904.0, ""minorities"": -16.0, ""net_income"": 101161282961.0, ""interest_expense_non_operating"": 32756699876.0, ""ebit"": 134210737741.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1015369697.6513098}","{""operating_cash_flow"": 69345901492.0, ""investing_cash_flow"": -7851410095.0, ""financing_cash_flow"": -180098680.0, ""net_increased_decreased"": 61314392717.0, ""capital_expenditure"": 7851410095.0, ""free_cash_flow"": 77197311587.0}"
MTEL.JK,2024-09-30,"{""total_current_asset"": 2831857000000.0, ""total_non_current_asset"": 54145078000000.0, ""total_asset"": 56976935000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 765874000000.0, ""total_current_liabilities"": 11132431000000.0, ""total_non_current_liabilities"": 12244375000000.0, ""total_liabilities"": 23376806000000.0, ""total_equity"": 33600129000000.0, ""total_debt"": 18494003000000.0, ""stockholders_equity"": 33600129000000.0}","{""total_revenue"": 6817952000000.0, ""cost_of_revenue"": 3326240000000.0, ""gross_income"": 3491712000000.0, ""operating_expense"": 434342000000.0, ""operating_income"": 3926054000000.0, ""non_operating_income_or_loss"": -1776062000000.0, ""pretax_income"": 2149992000000.0, ""income_taxes"": -617631000000.0, ""minorities"": null, ""net_income"": 1532361000000.0, ""interest_expense_non_operating"": 982532000000.0, ""ebit"": 3132524000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 85131.16666666667}","{""operating_cash_flow"": 5644320000000.0, ""investing_cash_flow"": -1605112000000.0, ""financing_cash_flow"": -4152361000000.0, ""net_increased_decreased"": -113153000000.0, ""capital_expenditure"": 1831581000000.0, ""free_cash_flow"": 7475901000000.0}"
GGRM.JK,2024-09-30,"{""total_current_asset"": 47917933000000.0, ""total_non_current_asset"": 37629404000000.0, ""total_asset"": 85547337000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 3930489000000.0, ""total_current_liabilities"": 21413557000000.0, ""total_non_current_liabilities"": 2278735000000.0, ""total_liabilities"": 23692292000000.0, ""total_equity"": 61855045000000.0, ""total_debt"": 4512359000000.0, ""stockholders_equity"": 61854975000000.0}","{""total_revenue"": 73893383000000.0, ""cost_of_revenue"": 66572568000000.0, ""gross_income"": 7320815000000.0, ""operating_expense"": 5694176000000.0, ""operating_income"": 13014991000000.0, ""non_operating_income_or_loss"": -11637605000000.0, ""pretax_income"": 1377386000000.0, ""income_taxes"": -385184000000.0, ""minorities"": -1000000.0, ""net_income"": 992203000000.0, ""interest_expense_non_operating"": 441412000000.0, ""ebit"": 1818798000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1922.874031007752}","{""operating_cash_flow"": 10955004000000.0, ""investing_cash_flow"": -2384479000000.0, ""financing_cash_flow"": -9050000000000.0, ""net_increased_decreased"": -479475000000.0, ""capital_expenditure"": 2465580000000.0, ""free_cash_flow"": 13420584000000.0}"
HITS.JK,2024-09-30,"{""total_current_asset"": 104837193.0, ""total_non_current_asset"": 205260524.0, ""total_asset"": 310097717.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 52016097.0, ""total_current_liabilities"": 61963688.0, ""total_non_current_liabilities"": 135115789.0, ""total_liabilities"": 197079477.0, ""total_equity"": 113018240.0, ""total_debt"": 97263485.0, ""stockholders_equity"": 71375394.0}","{""total_revenue"": 97913675.0, ""cost_of_revenue"": 75545076.0, ""gross_income"": 22368599.0, ""operating_expense"": 10673178.0, ""operating_income"": 33041777.0, ""non_operating_income_or_loss"": -23274607.0, ""pretax_income"": 9767170.0, ""income_taxes"": -1293328.0, ""minorities"": 575303.0, ""net_income"": 7898539.0, ""interest_expense_non_operating"": 4219084.0, ""ebit"": 13986254.0, ""ebitda"": null, ""diluted_shares_outstanding"": 7180490000.0}","{""operating_cash_flow"": 24092368.0, ""investing_cash_flow"": -27224409.0, ""financing_cash_flow"": 11524548.0, ""net_increased_decreased"": 8392507.0, ""capital_expenditure"": 28214576.0, ""free_cash_flow"": 52306944.0}"
HADE.JK,2024-09-30,"{""total_current_asset"": 3902029627.0, ""total_non_current_asset"": 9783762079.0, ""total_asset"": 13685791706.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 2010900153.0, ""total_current_liabilities"": 484371084.0, ""total_non_current_liabilities"": 1314925348.0, ""total_liabilities"": 1799296432.0, ""total_equity"": 11886495274.0, ""total_debt"": null, ""stockholders_equity"": 7449753939.0}","{""total_revenue"": 2944773600.0, ""cost_of_revenue"": 2616197063.0, ""gross_income"": 328576537.0, ""operating_expense"": 971030276.0, ""operating_income"": 1299606813.0, ""non_operating_income_or_loss"": -1939017904.0, ""pretax_income"": -639411091.0, ""income_taxes"": null, ""minorities"": -204583433.0, ""net_income"": -434827658.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 2070607895.2380953}","{""operating_cash_flow"": -199126521.0, ""investing_cash_flow"": -11800000.0, ""financing_cash_flow"": null, ""net_increased_decreased"": -210926521.0, ""capital_expenditure"": 11800000.0, ""free_cash_flow"": -187326521.0}"
RONY.JK,2024-09-30,"{""total_current_asset"": 7620527872.0, ""total_non_current_asset"": 1274932063.0, ""total_asset"": 8895459935.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 84474497.0, ""total_current_liabilities"": 3930826548.0, ""total_non_current_liabilities"": 29257923.0, ""total_liabilities"": 3960084471.0, ""total_equity"": 4935375464.0, ""total_debt"": 1754675361.0, ""stockholders_equity"": 4935375464.0}","{""total_revenue"": 2008128521.0, ""cost_of_revenue"": 791330430.0, ""gross_income"": 1216798091.0, ""operating_expense"": 1015407319.0, ""operating_income"": 2232205410.0, ""non_operating_income_or_loss"": -2031141112.0, ""pretax_income"": 201064298.0, ""income_taxes"": null, ""minorities"": null, ""net_income"": 201064298.0, ""interest_expense_non_operating"": 507500.0, ""ebit"": 201571798.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1256651862.5}","{""operating_cash_flow"": 77740243.0, ""investing_cash_flow"": null, ""financing_cash_flow"": null, ""net_increased_decreased"": 77740243.0, ""capital_expenditure"": null, ""free_cash_flow"": null}"
MCOR.JK,2024-09-30,"{""gross_loan"": 22013823000000.0, ""allowance_for_loans"": 512923000000.0, ""net_loan"": 22526746000000.0, ""non_loan_asset"": null, ""total_asset"": 32160066000000.0, ""total_earning_assets"": null, ""cash_only"": 187152000000.0, ""total_cash_and_due_from_banks"": 373676000000.0, ""current_account"": 3327124000000.0, ""savings_account"": 1190678000000.0, ""time_deposit"": 18907657000000.0, ""total_deposit"": 23425459000000.0, ""other_interest_bearing_liabilities"": null, ""non_interest_bearing_liabilities"": null, ""total_liabilities"": 25392106000000.0, ""total_equity"": 6767960000000.0, ""total_debt"": null, ""stockholders_equity"": 6767960000000.0, ""non_loan_assets"": 9633320000000.0}","{""interest_income"": 1572065000000.0, ""interest_expense"": 825091000000.0, ""net_interest_income"": 2397156000000.0, ""premium_income"": null, ""premium_expense"": null, ""net_premium_income"": null, ""non_interest_income"": null, ""total_revenue"": null, ""operating_income"": 298876000000.0, ""operating_expense"": null, ""provision"": -106982000000.0, ""non_operating_income_or_loss"": 33335000000.0, ""pretax_income"": 283323000000.0, ""income_taxes"": -62331000000.0, ""minorities"": null, ""net_income"": 220992000000.0, ""diluted_shares_outstanding"": 37906003430.53173}","{""high_quality_liquid_asset"": null, ""cash_outflow"": null, ""cash_inflow"": null, ""net_cash_flow"": null, ""operating_cash_flow"": 3064514000000.0, ""investing_cash_flow"": -1041254000000.0, ""financing_cash_flow"": -462085000000.0, ""net_increased_decreased"": 1561175000000.0, ""realized_capital_goods_investment"": null, ""free_cash_flow"": null, ""total_high_quality_liquid_asset"": null}"
INPP.JK,2024-09-30,"{""total_current_asset"": 2158576003284.0, ""total_non_current_asset"": 7552157981132.0, ""total_asset"": 9710733984416.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 386175731465.0, ""total_current_liabilities"": 1071669065420.0, ""total_non_current_liabilities"": 2386138626755.0, ""total_liabilities"": 3457807692175.0, ""total_equity"": 6252926292241.0, ""total_debt"": 1755760491928.0, ""stockholders_equity"": 5616469829389.0}","{""total_revenue"": 878072217199.0, ""cost_of_revenue"": 281959610270.0, ""gross_income"": 596112606929.0, ""operating_expense"": 427151731678.0, ""operating_income"": 1023264338607.0, ""non_operating_income_or_loss"": -685279993322.0, ""pretax_income"": 337984345285.0, ""income_taxes"": 4623096604.0, ""minorities"": 60976375103.0, ""net_income"": 281631066786.0, ""interest_expense_non_operating"": 118256883360.0, ""ebit"": 456241228645.0, ""ebitda"": null, ""diluted_shares_outstanding"": 11180272599.682413}","{""operating_cash_flow"": 296116017939.0, ""investing_cash_flow"": -312623557079.0, ""financing_cash_flow"": -17336158635.0, ""net_increased_decreased"": -33843697775.0, ""capital_expenditure"": 202301513636.0, ""free_cash_flow"": 498417531575.0}"
RSGK.JK,2024-09-30,"{""total_current_asset"": 99975891489.0, ""total_non_current_asset"": 767903793877.0, ""total_asset"": 867879685366.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 26503509443.0, ""total_current_liabilities"": 73878472503.0, ""total_non_current_liabilities"": 19450702646.0, ""total_liabilities"": 93329175149.0, ""total_equity"": 774550510217.0, ""total_debt"": null, ""stockholders_equity"": 773775344567.0}","{""total_revenue"": 334485651980.0, ""cost_of_revenue"": 219552688670.0, ""gross_income"": 114932963310.0, ""operating_expense"": 76385980279.0, ""operating_income"": 191318943589.0, ""non_operating_income_or_loss"": -149093579942.0, ""pretax_income"": 42225363647.0, ""income_taxes"": -8720480205.0, ""minorities"": -64799058.0, ""net_income"": 33569682500.0, ""interest_expense_non_operating"": 1796495480.0, ""ebit"": 44021859127.0, ""ebitda"": null, ""diluted_shares_outstanding"": 929650581.5563556}","{""operating_cash_flow"": 62467407168.0, ""investing_cash_flow"": -42366624535.0, ""financing_cash_flow"": -55521067750.0, ""net_increased_decreased"": -35420285117.0, ""capital_expenditure"": 59400473916.0, ""free_cash_flow"": 121867881084.0}"
GHON.JK,2024-09-30,"{""total_current_asset"": 42566180000.0, ""total_non_current_asset"": 1270700128000.0, ""total_asset"": 1313266308000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 8996499000.0, ""total_current_liabilities"": 324276752000.0, ""total_non_current_liabilities"": 187193087000.0, ""total_liabilities"": 511469839000.0, ""total_equity"": 801796469000.0, ""total_debt"": 379872401000.0, ""stockholders_equity"": 785392251000.0}","{""total_revenue"": 161026135000.0, ""cost_of_revenue"": 44339761000.0, ""gross_income"": 116686374000.0, ""operating_expense"": 16750577000.0, ""operating_income"": 133436951000.0, ""non_operating_income_or_loss"": -74716771000.0, ""pretax_income"": 58720180000.0, ""income_taxes"": -966233000.0, ""minorities"": 268544000.0, ""net_income"": 57485403000.0, ""interest_expense_non_operating"": 26999004000.0, ""ebit"": 85719184000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 547427.8925816589}","{""operating_cash_flow"": 109126614000.0, ""investing_cash_flow"": -52696198000.0, ""financing_cash_flow"": -134494424000.0, ""net_increased_decreased"": -78064008000.0, ""capital_expenditure"": 150787587000.0, ""free_cash_flow"": 259914201000.0}"
SAPX.JK,2024-09-30,"{""total_current_asset"": 256536916664.0, ""total_non_current_asset"": 69802606758.0, ""total_asset"": 326339523422.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 56931142132.0, ""total_current_liabilities"": 140624407254.0, ""total_non_current_liabilities"": 7682232361.0, ""total_liabilities"": 148306639615.0, ""total_equity"": 178032883807.0, ""total_debt"": 93376625149.0, ""stockholders_equity"": 178032883807.0}","{""total_revenue"": 523348929379.0, ""cost_of_revenue"": 417657299421.0, ""gross_income"": 105691629958.0, ""operating_expense"": 101927542615.0, ""operating_income"": 207619172573.0, ""non_operating_income_or_loss"": -206379001425.0, ""pretax_income"": 1240171148.0, ""income_taxes"": -272837448.0, ""minorities"": null, ""net_income"": 967333700.0, ""interest_expense_non_operating"": 5992773139.0, ""ebit"": 7232944287.0, ""ebitda"": null, ""diluted_shares_outstanding"": 833908362.0689656}","{""operating_cash_flow"": -28486259927.0, ""investing_cash_flow"": 13526838044.0, ""financing_cash_flow"": 8638340769.0, ""net_increased_decreased"": -6321081114.0, ""capital_expenditure"": 3390161956.0, ""free_cash_flow"": -25096097971.0}"
BABP.JK,2024-09-30,"{""gross_loan"": 10850860000000.0, ""allowance_for_loans"": 260664000000.0, ""net_loan"": 11111524000000.0, ""non_loan_asset"": null, ""total_asset"": 19305947000000.0, ""total_earning_assets"": null, ""cash_only"": 82820000000.0, ""total_cash_and_due_from_banks"": 567432000000.0, ""current_account"": 941721000000.0, ""savings_account"": 1887698000000.0, ""time_deposit"": 11155771000000.0, ""total_deposit"": 13985190000000.0, ""other_interest_bearing_liabilities"": null, ""non_interest_bearing_liabilities"": null, ""total_liabilities"": 15667141000000.0, ""total_equity"": 3638806000000.0, ""total_debt"": null, ""stockholders_equity"": 3638806000000.0, ""non_loan_assets"": 8194423000000.0}","{""interest_income"": 1029717000000.0, ""interest_expense"": 632259000000.0, ""net_interest_income"": 1661976000000.0, ""premium_income"": null, ""premium_expense"": null, ""net_premium_income"": null, ""non_interest_income"": null, ""total_revenue"": null, ""operating_income"": 53759000000.0, ""operating_expense"": null, ""provision"": -34956000000.0, ""non_operating_income_or_loss"": 7839000000.0, ""pretax_income"": 63524000000.0, ""income_taxes"": -14056000000.0, ""minorities"": null, ""net_income"": 49468000000.0, ""diluted_shares_outstanding"": 37475757575.757576}","{""high_quality_liquid_asset"": null, ""cash_outflow"": null, ""cash_inflow"": null, ""net_cash_flow"": null, ""operating_cash_flow"": 502100000000.0, ""investing_cash_flow"": -1030448000000.0, ""financing_cash_flow"": 0.0, ""net_increased_decreased"": -528348000000.0, ""realized_capital_goods_investment"": null, ""free_cash_flow"": null, ""total_high_quality_liquid_asset"": null}"
SSTM.JK,2024-09-30,"{""total_current_asset"": 197799132085.0, ""total_non_current_asset"": 191807527896.0, ""total_asset"": 389606659981.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 2224690183.0, ""total_current_liabilities"": 107270950325.0, ""total_non_current_liabilities"": 36452844339.0, ""total_liabilities"": 143723794664.0, ""total_equity"": 245882865317.0, ""total_debt"": null, ""stockholders_equity"": 245882865317.0}","{""total_revenue"": 162157225968.0, ""cost_of_revenue"": 151533464403.0, ""gross_income"": 10623761565.0, ""operating_expense"": 9940509602.0, ""operating_income"": 20564271167.0, ""non_operating_income_or_loss"": -9813818122.0, ""pretax_income"": 10750453045.0, ""income_taxes"": -729470052.0, ""minorities"": null, ""net_income"": 10020982993.0, ""interest_expense_non_operating"": 189081074.0, ""ebit"": 10939534119.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1170675583.2943923}","{""operating_cash_flow"": 1486848496.0, ""investing_cash_flow"": -1640000000.0, ""financing_cash_flow"": null, ""net_increased_decreased"": -153151504.0, ""capital_expenditure"": 1640000000.0, ""free_cash_flow"": 3126848496.0}"
WIFI.JK,2024-09-30,"{""total_current_asset"": 582774854004.0, ""total_non_current_asset"": 2184979597829.0, ""total_asset"": 2767754451833.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 21590199554.0, ""total_current_liabilities"": 537585851310.0, ""total_non_current_liabilities"": 1330222104103.0, ""total_liabilities"": 1867807955413.0, ""total_equity"": 899946496420.0, ""total_debt"": 1147284893233.0, ""stockholders_equity"": 891292578216.0}","{""total_revenue"": 504950776055.0, ""cost_of_revenue"": 197364106799.0, ""gross_income"": 307586669256.0, ""operating_expense"": 54819816062.0, ""operating_income"": 362406485318.0, ""non_operating_income_or_loss"": -182462833421.0, ""pretax_income"": 179943651897.0, ""income_taxes"": -21302478924.0, ""minorities"": 6569245482.0, ""net_income"": 152071927491.0, ""interest_expense_non_operating"": 73274811986.0, ""ebit"": 253218463883.0, ""ebitda"": null, ""diluted_shares_outstanding"": 2324547959.202079}","{""operating_cash_flow"": 548971463979.0, ""investing_cash_flow"": -984221064904.0, ""financing_cash_flow"": 416767261339.0, ""net_increased_decreased"": -18482339586.0, ""capital_expenditure"": 984221064904.0, ""free_cash_flow"": 1533192528883.0}"
AMIN.JK,2024-09-30,"{""total_current_asset"": 239376738699.0, ""total_non_current_asset"": 100862510311.0, ""total_asset"": 340239249010.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 12382799190.0, ""total_current_liabilities"": 146047755786.0, ""total_non_current_liabilities"": 13129759405.0, ""total_liabilities"": 159177515191.0, ""total_equity"": 181061733819.0, ""total_debt"": 47814484663.0, ""stockholders_equity"": 181061733819.0}","{""total_revenue"": 262179055058.0, ""cost_of_revenue"": 226483524702.0, ""gross_income"": 35695530356.0, ""operating_expense"": 14082538341.0, ""operating_income"": 49778068697.0, ""non_operating_income_or_loss"": -32402225888.0, ""pretax_income"": 17375842809.0, ""income_taxes"": null, ""minorities"": null, ""net_income"": 17375842809.0, ""interest_expense_non_operating"": 3606163496.0, ""ebit"": 20982006305.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1079915650.0310752}","{""operating_cash_flow"": 18166419067.0, ""investing_cash_flow"": -1186605408.0, ""financing_cash_flow"": -13637071201.0, ""net_increased_decreased"": 3342742458.0, ""capital_expenditure"": 1186605408.0, ""free_cash_flow"": 19353024475.0}"
PORT.JK,2024-09-30,"{""total_current_asset"": 475913858000.0, ""total_non_current_asset"": 1812454932000.0, ""total_asset"": 2288368790000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 206823934000.0, ""total_current_liabilities"": 219137349000.0, ""total_non_current_liabilities"": 1074432568000.0, ""total_liabilities"": 1293569917000.0, ""total_equity"": 994798873000.0, ""total_debt"": 1177372704000.0, ""stockholders_equity"": 937550702000.0}","{""total_revenue"": 857907408000.0, ""cost_of_revenue"": 610668036000.0, ""gross_income"": 247239372000.0, ""operating_expense"": 61830574000.0, ""operating_income"": 309069946000.0, ""non_operating_income_or_loss"": -385257451000.0, ""pretax_income"": -76187505000.0, ""income_taxes"": -22415411000.0, ""minorities"": 6478728000.0, ""net_income"": -111617047000.0, ""interest_expense_non_operating"": 55396759000.0, ""ebit"": -20790746000.0, ""ebitda"": null, ""diluted_shares_outstanding"": -2813638694.2273765}","{""operating_cash_flow"": 107210336000.0, ""investing_cash_flow"": -3060680000.0, ""financing_cash_flow"": -122305892000.0, ""net_increased_decreased"": -18156236000.0, ""capital_expenditure"": 6584110000.0, ""free_cash_flow"": 113794446000.0}"
CPRO.JK,2024-09-30,"{""total_current_asset"": 2414793000000.0, ""total_non_current_asset"": 4533730000000.0, ""total_asset"": 6948523000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 75769000000.0, ""total_current_liabilities"": 2210503000000.0, ""total_non_current_liabilities"": 979258000000.0, ""total_liabilities"": 3189761000000.0, ""total_equity"": 3758762000000.0, ""total_debt"": 1984007000000.0, ""stockholders_equity"": 3755644000000.0}","{""total_revenue"": 6887109000000.0, ""cost_of_revenue"": 5541676000000.0, ""gross_income"": 1345433000000.0, ""operating_expense"": 712908000000.0, ""operating_income"": 2058341000000.0, ""non_operating_income_or_loss"": -1597332000000.0, ""pretax_income"": 461009000000.0, ""income_taxes"": -118430000000.0, ""minorities"": 94000000.0, ""net_income"": 342485000000.0, ""interest_expense_non_operating"": 143759000000.0, ""ebit"": 604768000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 60085.087719298244}","{""operating_cash_flow"": 433526000000.0, ""investing_cash_flow"": -159834000000.0, ""financing_cash_flow"": -272499000000.0, ""net_increased_decreased"": 1193000000.0, ""capital_expenditure"": 160040000000.0, ""free_cash_flow"": 593566000000.0}"
