symbol,date,balance_sheet_metrics,income_stmt_metrics,cash_flow_metrics
ADMR.JK,2024-06-30,"{""total_current_assets"": 598770585.0, ""total_non_current_assets"": 1010046684.0, ""total_assets"": 1608817269.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 399162802.0, ""total_current_liabilities"": 189389100.0, ""total_non_current_liabilities"": 135794686.0, ""total_liabilities"": 325183786.0, ""total_equity"": 1283633483.0, ""total_debt"": 100587062.0, ""stockholders_equity"": 1222850811.0}","{""total_revenue"": 607037962.0, ""cost_of_revenue"": 277066559.0, ""gross_income"": 329971403.0, ""operating_expenses"": 20631970.0, ""operating_income"": 350603373.0, ""non_operating_income"": -37228035.0, ""pretax_income"": 313375338.0, ""income_taxes"": -65548265.0, ""minorities"": -935325.0, ""net_income"": 248762398.0, ""interest_expense_non_operating"": 11311359.0, ""ebit"": 324686697.0, ""ebitda"": null, ""diluted_shares_outstanding"": 40780720983.60655}","{""net_operating_cash_flow"": 288676953.0, ""net_investing_cash_flow"": -155998559.0, ""net_financing_cash_flow"": -317058366.0, ""net_increased_decreased"": -184379972.0, ""capital_expenditure"": 143018112.0, ""free_cash_flow"": 431695065.0}"
SMAR.JK,2024-06-30,"{""total_current_assets"": 20284303000000.0, ""total_non_current_assets"": 20762460000000.0, ""total_assets"": 41046763000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 1646902000000.0, ""total_current_liabilities"": 7742568000000.0, ""total_non_current_liabilities"": 13977665000000.0, ""total_liabilities"": 21720233000000.0, ""total_equity"": 19326530000000.0, ""total_debt"": 17241343000000.0, ""stockholders_equity"": 19312804000000.0}","{""total_revenue"": 35892400000000.0, ""cost_of_revenue"": 32492759000000.0, ""gross_income"": 3399641000000.0, ""operating_expenses"": 2651752000000.0, ""operating_income"": 6051393000000.0, ""non_operating_income"": -5553543000000.0, ""pretax_income"": 497850000000.0, ""income_taxes"": -74477000000.0, ""minorities"": 39000000.0, ""net_income"": 423334000000.0, ""interest_expense_non_operating"": 613503000000.0, ""ebit"": 1111353000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 2879823129.251701}","{""net_operating_cash_flow"": 258215000000.0, ""net_investing_cash_flow"": -877436000000.0, ""net_financing_cash_flow"": 571179000000.0, ""net_increased_decreased"": -48042000000.0, ""capital_expenditure"": 994218000000.0, ""free_cash_flow"": 1252433000000.0}"
BBTN.JK,2024-06-30,"{""gross_loan"": 310653696000000.0, ""allowance_for_loans"": 13500546000000.0, ""net_loan"": 324154242000000.0, ""non_loan_asset"": null, ""total_assets"": 455600624000000.0, ""total_earning_assets"": null, ""cash_only"": 1558429000000.0, ""total_cash_and_due_from_banks"": 8157781000000.0, ""current_account"": 130149812000000.0, ""savings_account"": 34415416000000.0, ""time_deposits"": 153894578000000.0, ""total_deposits"": 318459806000000.0, ""other_interest_bearing_liabilities"": null, ""non_interest_bearing_liabilities"": null, ""total_liabilities"": 395950638000000.0, ""total_equity"": 31032688000000.0, ""total_debt"": null, ""stockholders_equity"": 31032688000000.0, ""non_loan_assets"": 131446382000000.0}","{""interest_income"": 12968010000000.0, ""interest_expenses"": 8164167000000.0, ""net_interest_income"": 21132177000000.0, ""premium_income"": null, ""premium_expenses"": null, ""net_premium_income"": null, ""non_interest_income"": null, ""total_revenue"": null, ""operating_expenses"": null, ""provision_for_impairment"": 1026071000000.0, ""operating_income"": 1915976000000.0, ""non_operating_income"": 38844000000.0, ""pretax_income"": 1877132000000.0, ""income_taxes"": -375270000000.0, ""minorities"": null, ""net_income"": 1501862000000.0, ""diluted_shares_outstanding"": 14036.093457943925}","{""total_high_quality_liquid_asset"": null, ""cash_outflow"": null, ""cash_inflow"": null, ""total_net_cash_outflow"": null, ""net_operating_cash_flow"": -18326870000000.0, ""net_investing_cash_flow"": 3561337000000.0, ""net_financing_cash_flow"": -2125742000000.0, ""net_increased_decreased"": -16891275000000.0, ""realized_capital_goods_investment"": null, ""free_cash_flow"": null}"
DIGI.JK,2024-06-30,"{""total_current_assets"": 9233784104.0, ""total_non_current_assets"": 6457905346.0, ""total_assets"": 15691689450.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 1124679415.0, ""total_current_liabilities"": 13486477488.0, ""total_non_current_liabilities"": 12732782865.0, ""total_liabilities"": 26219260353.0, ""total_equity"": -10527570903.0, ""total_debt"": 312550206.0, ""stockholders_equity"": -10542144196.0}","{""total_revenue"": 22766728545.0, ""cost_of_revenue"": 12468081385.0, ""gross_income"": 10298647160.0, ""operating_expenses"": 11207138704.0, ""operating_income"": 21505785864.0, ""non_operating_income"": -24140498036.0, ""pretax_income"": -2634712172.0, ""income_taxes"": 91005888.0, ""minorities"": 228446.0, ""net_income"": -2543934730.0, ""interest_expense_non_operating"": 197165748.0, ""ebit"": -2437546424.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1620340592.3566878}","{""net_operating_cash_flow"": -4108656031.0, ""net_investing_cash_flow"": -116020029.0, ""net_financing_cash_flow"": 903197367.0, ""net_increased_decreased"": -3321478693.0, ""capital_expenditure"": -20870171.0, ""free_cash_flow"": -4129526202.0}"
ICBP.JK,2024-06-30,"{""total_current_assets"": 41720571000000.0, ""total_non_current_assets"": 83487935000000.0, ""total_assets"": 125208506000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 24750807000000.0, ""total_current_liabilities"": 12408699000000.0, ""total_non_current_liabilities"": 49272216000000.0, ""total_liabilities"": 61680915000000.0, ""total_equity"": 63527591000000.0, ""total_debt"": 46289893000000.0, ""stockholders_equity"": 41948836000000.0}","{""total_revenue"": 36961357000000.0, ""cost_of_revenue"": 22978539000000.0, ""gross_income"": 13982818000000.0, ""operating_expenses"": 5315660000000.0, ""operating_income"": 19298478000000.0, ""non_operating_income"": -13766790000000.0, ""pretax_income"": 5531688000000.0, ""income_taxes"": -1155697000000.0, ""minorities"": 838379000000.0, ""net_income"": 3537612000000.0, ""interest_expense_non_operating"": 3848558000000.0, ""ebit"": 9380246000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 11675.287128712871}","{""net_operating_cash_flow"": 5518610000000.0, ""net_investing_cash_flow"": -2896979000000.0, ""net_financing_cash_flow"": -968905000000.0, ""net_increased_decreased"": 1652726000000.0, ""capital_expenditure"": 2029299000000.0, ""free_cash_flow"": 7547909000000.0}"
ROCK.JK,2024-06-30,"{""total_current_assets"": 37614295245.0, ""total_non_current_assets"": 930620548999.0, ""total_assets"": 968234844244.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 20173336693.0, ""total_current_liabilities"": 46287235529.0, ""total_non_current_liabilities"": 111476483525.0, ""total_liabilities"": 157763719054.0, ""total_equity"": 810471125190.0, ""total_debt"": 35245000000.0, ""stockholders_equity"": 810556795995.0}","{""total_revenue"": 60561966905.0, ""cost_of_revenue"": null, ""gross_income"": null, ""operating_expenses"": null, ""operating_income"": null, ""non_operating_income"": null, ""pretax_income"": 23604840253.0, ""income_taxes"": -5237813798.0, ""minorities"": 35538.0, ""net_income"": 18367026455.0, ""interest_expense_non_operating"": 1496302757.0, ""ebit"": 25101143010.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1434921165.390625}","{""net_operating_cash_flow"": 22956207888.0, ""net_investing_cash_flow"": -315430135.0, ""net_financing_cash_flow"": -23422713166.0, ""net_increased_decreased"": -781935413.0, ""capital_expenditure"": 315430135.0, ""free_cash_flow"": 23271638023.0}"
TNCA.JK,2024-06-30,"{""total_current_assets"": 21861215652.0, ""total_non_current_assets"": 29071607971.0, ""total_assets"": 50932823623.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 1609616851.0, ""total_current_liabilities"": 5415548813.0, ""total_non_current_liabilities"": 1176886515.0, ""total_liabilities"": 6592435328.0, ""total_equity"": 44340388295.0, ""total_debt"": 531737851.0, ""stockholders_equity"": 44342463143.0}","{""total_revenue"": 35872175315.0, ""cost_of_revenue"": 26400761606.0, ""gross_income"": 9471413709.0, ""operating_expenses"": 8435098075.0, ""operating_income"": 17906511784.0, ""non_operating_income"": -16784466950.0, ""pretax_income"": 1122044834.0, ""income_taxes"": -330980735.0, ""minorities"": 787959.0, ""net_income"": 790276140.0, ""interest_expense_non_operating"": 16441352.0, ""ebit"": 1138486186.0, ""ebitda"": null, ""diluted_shares_outstanding"": 637319467.7419355}","{""net_operating_cash_flow"": -920393245.0, ""net_investing_cash_flow"": -209030034.0, ""net_financing_cash_flow"": -443005399.0, ""net_increased_decreased"": -1572428678.0, ""capital_expenditure"": 209030034.0, ""free_cash_flow"": -711363211.0}"
MREI.JK,2024-06-30,"{""total_current_assets"": null, ""total_non_current_assets"": null, ""total_assets"": 5069787813173.0, ""cash_only"": 85956571355.0, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": null, ""total_current_liabilities"": null, ""total_non_current_liabilities"": null, ""total_liabilities"": 3578456052088.0, ""total_equity"": 1487233373204.0, ""total_debt"": null, ""stockholders_equity"": 1487233373204.0}","{""total_revenue"": 1634734879663.0, ""cost_of_revenue"": null, ""gross_income"": null, ""operating_expenses"": null, ""operating_income"": 75221538778.0, ""non_operating_income"": null, ""pretax_income"": 67629738040.0, ""income_taxes"": 7591800738.0, ""minorities"": null, ""net_income"": 75221538778.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 517805044.2486404}","{""net_operating_cash_flow"": -21906565250.0, ""net_investing_cash_flow"": 95632223079.0, ""net_financing_cash_flow"": null, ""net_increased_decreased"": 73725657829.0, ""capital_expenditure"": 601224150.0, ""free_cash_flow"": -21305341100.0}"
INDX.JK,2024-06-30,"{""total_current_assets"": 7175353297.0, ""total_non_current_assets"": 46953078251.0, ""total_assets"": 54128431548.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 6406229682.0, ""total_current_liabilities"": 12682587922.0, ""total_non_current_liabilities"": 9055880564.0, ""total_liabilities"": 21738468486.0, ""total_equity"": 32389963062.0, ""total_debt"": 8334359726.0, ""stockholders_equity"": 32385197984.0}","{""total_revenue"": 107134871.0, ""cost_of_revenue"": 1216396182.0, ""gross_income"": -1109261311.0, ""operating_expenses"": 4114937432.0, ""operating_income"": 3005676121.0, ""non_operating_income"": -8289474971.0, ""pretax_income"": -5283798850.0, ""income_taxes"": null, ""minorities"": 3471.0, ""net_income"": -5283802321.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 437763241.1764706}","{""net_operating_cash_flow"": -4687392511.0, ""net_investing_cash_flow"": null, ""net_financing_cash_flow"": 7233610579.0, ""net_increased_decreased"": 2546218068.0, ""capital_expenditure"": null, ""free_cash_flow"": null}"
PACK.JK,2024-06-30,"{""total_current_assets"": 37495460369.0, ""total_non_current_assets"": 42096610521.0, ""total_assets"": 79592070890.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 5131585154.0, ""total_current_liabilities"": 21420014598.0, ""total_non_current_liabilities"": 2120488356.0, ""total_liabilities"": 23540502954.0, ""total_equity"": 56051567936.0, ""total_debt"": 7198719034.0, ""stockholders_equity"": 56051567936.0}","{""total_revenue"": 29550869360.0, ""cost_of_revenue"": 21680241069.0, ""gross_income"": 7870628291.0, ""operating_expenses"": 5660458309.0, ""operating_income"": 13531086600.0, ""non_operating_income"": -11888382862.0, ""pretax_income"": 1642703738.0, ""income_taxes"": -348338709.0, ""minorities"": null, ""net_income"": 1294365029.0, ""interest_expense_non_operating"": 641014277.0, ""ebit"": 2283718015.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1540910748.8095238}","{""net_operating_cash_flow"": 2893328162.0, ""net_investing_cash_flow"": -1859879758.0, ""net_financing_cash_flow"": -2422348790.0, ""net_increased_decreased"": -1388900386.0, ""capital_expenditure"": 1859879758.0, ""free_cash_flow"": 4753207920.0}"
APEX.JK,2024-06-30,"{""total_current_assets"": 78602518.0, ""total_non_current_assets"": 178485772.0, ""total_assets"": 257088290.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 12709559.0, ""total_current_liabilities"": 18098808.0, ""total_non_current_liabilities"": 173801017.0, ""total_liabilities"": 191899825.0, ""total_equity"": 65188465.0, ""total_debt"": 128407287.0, ""stockholders_equity"": 65188465.0}","{""total_revenue"": 42578385.0, ""cost_of_revenue"": null, ""gross_income"": 42578385.0, ""operating_expenses"": 39254635.0, ""operating_income"": 81833020.0, ""non_operating_income"": -81308625.0, ""pretax_income"": 524395.0, ""income_taxes"": -189015.0, ""minorities"": null, ""net_income"": 335380.0, ""interest_expense_non_operating"": 2106218.0, ""ebit"": 2630613.0, ""ebitda"": null, ""diluted_shares_outstanding"": 3353800000.0}","{""net_operating_cash_flow"": 11117047.0, ""net_investing_cash_flow"": -4651910.0, ""net_financing_cash_flow"": -2368579.0, ""net_increased_decreased"": 4096558.0, ""capital_expenditure"": 4690173.0, ""free_cash_flow"": 15807220.0}"
GMTD.JK,2024-06-30,"{""total_current_assets"": 611791456284.0, ""total_non_current_assets"": 568407822808.0, ""total_assets"": 1180199279092.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 25406321296.0, ""total_current_liabilities"": 272837292001.0, ""total_non_current_liabilities"": 77960978779.0, ""total_liabilities"": 350798270780.0, ""total_equity"": 829401008312.0, ""total_debt"": null, ""stockholders_equity"": 829401009662.0}","{""total_revenue"": 263890632243.0, ""cost_of_revenue"": 103039838583.0, ""gross_income"": 160850793660.0, ""operating_expenses"": 34218099735.0, ""operating_income"": 195068893395.0, ""non_operating_income"": -59963550663.0, ""pretax_income"": 135105342732.0, ""income_taxes"": -157729196.0, ""minorities"": 6.0, ""net_income"": 134947613536.0, ""interest_expense_non_operating"": 4250030097.0, ""ebit"": 139355372829.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1015407174.7930775}","{""net_operating_cash_flow"": 6694690402.0, ""net_investing_cash_flow"": -6339926443.0, ""net_financing_cash_flow"": 12182108271.0, ""net_increased_decreased"": 12536872230.0, ""capital_expenditure"": 6339926443.0, ""free_cash_flow"": 13034616845.0}"
MTEL.JK,2024-06-30,"{""total_current_assets"": 3643006000000.0, ""total_non_current_assets"": 53967902000000.0, ""total_assets"": 57610908000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 1515407000000.0, ""total_current_liabilities"": 12853793000000.0, ""total_non_current_liabilities"": 11422644000000.0, ""total_liabilities"": 24276437000000.0, ""total_equity"": 33334471000000.0, ""total_debt"": 16794225000000.0, ""stockholders_equity"": 33334471000000.0}","{""total_revenue"": 4449792000000.0, ""cost_of_revenue"": 2146872000000.0, ""gross_income"": 2302920000000.0, ""operating_expenses"": 282556000000.0, ""operating_income"": 2585476000000.0, ""non_operating_income"": -1119418000000.0, ""pretax_income"": 1466058000000.0, ""income_taxes"": -402009000000.0, ""minorities"": null, ""net_income"": 1064049000000.0, ""interest_expense_non_operating"": 624201000000.0, ""ebit"": 2090259000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 81849.92307692308}","{""net_operating_cash_flow"": 4834224000000.0, ""net_investing_cash_flow"": -864905000000.0, ""net_financing_cash_flow"": -3332939000000.0, ""net_increased_decreased"": 636380000000.0, ""capital_expenditure"": 1091374000000.0, ""free_cash_flow"": 5925598000000.0}"
GGRM.JK,2024-06-30,"{""total_current_assets"": 49928556000000.0, ""total_non_current_assets"": 37819222000000.0, ""total_assets"": 87747778000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 3987714000000.0, ""total_current_liabilities"": 23749379000000.0, ""total_non_current_liabilities"": 2210040000000.0, ""total_liabilities"": 25959419000000.0, ""total_equity"": 61788359000000.0, ""total_debt"": 8456273000000.0, ""stockholders_equity"": 61788287000000.0}","{""total_revenue"": 50018584000000.0, ""cost_of_revenue"": 44950075000000.0, ""gross_income"": 5068509000000.0, ""operating_expenses"": 3663635000000.0, ""operating_income"": 8732144000000.0, ""non_operating_income"": -7481212000000.0, ""pretax_income"": 1250932000000.0, ""income_taxes"": -325416000000.0, ""minorities"": 1000000.0, ""net_income"": 925515000000.0, ""interest_expense_non_operating"": 362777000000.0, ""ebit"": 1613709000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1924.147609147609}","{""net_operating_cash_flow"": 6442114000000.0, ""net_investing_cash_flow"": -1779156000000.0, ""net_financing_cash_flow"": -5050000000000.0, ""net_increased_decreased"": -387042000000.0, ""capital_expenditure"": 1848888000000.0, ""free_cash_flow"": 8291002000000.0}"
HITS.JK,2024-06-30,"{""total_current_assets"": 88672899.0, ""total_non_current_assets"": 193515036.0, ""total_assets"": 282187935.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 40675756.0, ""total_current_liabilities"": 51809652.0, ""total_non_current_liabilities"": 121946670.0, ""total_liabilities"": 173756322.0, ""total_equity"": 108431613.0, ""total_debt"": 80118751.0, ""stockholders_equity"": 67199005.0}","{""total_revenue"": 62469599.0, ""cost_of_revenue"": 48550880.0, ""gross_income"": 13918719.0, ""operating_expenses"": 7227354.0, ""operating_income"": 21146073.0, ""non_operating_income"": -15505629.0, ""pretax_income"": 5640444.0, ""income_taxes"": -843556.0, ""minorities"": 61109.0, ""net_income"": 4735779.0, ""interest_expense_non_operating"": 2246315.0, ""ebit"": 7886759.0, ""ebitda"": null, ""diluted_shares_outstanding"": 6765398571.428572}","{""net_operating_cash_flow"": 17875468.0, ""net_investing_cash_flow"": -19437194.0, ""net_financing_cash_flow"": 1863034.0, ""net_increased_decreased"": 301308.0, ""capital_expenditure"": 20267277.0, ""free_cash_flow"": 38142745.0}"
HADE.JK,2024-06-30,"{""total_current_assets"": 3878330623.0, ""total_non_current_assets"": 9945278452.0, ""total_assets"": 13823609075.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 1994819805.0, ""total_current_liabilities"": 483547561.0, ""total_non_current_liabilities"": 1282175767.0, ""total_liabilities"": 1765723328.0, ""total_equity"": 12057885747.0, ""total_debt"": null, ""stockholders_equity"": 7568693998.0}","{""total_revenue"": 1963165800.0, ""cost_of_revenue"": 1788996935.0, ""gross_income"": 174168865.0, ""operating_expenses"": 643965267.0, ""operating_income"": 818134132.0, ""non_operating_income"": -1286154750.0, ""pretax_income"": -468020618.0, ""income_taxes"": null, ""minorities"": -152133019.0, ""net_income"": -315887599.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 2105917326.6666667}","{""net_operating_cash_flow"": -215206869.0, ""net_investing_cash_flow"": -11800000.0, ""net_financing_cash_flow"": null, ""net_increased_decreased"": -227006869.0, ""capital_expenditure"": 11800000.0, ""free_cash_flow"": -203406869.0}"
RONY.JK,2024-06-30,"{""total_current_assets"": 7181686133.0, ""total_non_current_assets"": 1464057146.0, ""total_assets"": 8645743279.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 146403716.0, ""total_current_liabilities"": 3781611702.0, ""total_non_current_liabilities"": 29257923.0, ""total_liabilities"": 3810869625.0, ""total_equity"": 4834873654.0, ""total_debt"": 1754675361.0, ""stockholders_equity"": 4834873654.0}","{""total_revenue"": 1121628521.0, ""cost_of_revenue"": 420035430.0, ""gross_income"": 701593091.0, ""operating_expenses"": 600782236.0, ""operating_income"": 1302375327.0, ""non_operating_income"": -1201812839.0, ""pretax_income"": 100562488.0, ""income_taxes"": null, ""minorities"": null, ""net_income"": 100562488.0, ""interest_expense_non_operating"": 412500.0, ""ebit"": 100974988.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1257031100.0}","{""net_operating_cash_flow"": 139669462.0, ""net_investing_cash_flow"": 0.0, ""net_financing_cash_flow"": 0.0, ""net_increased_decreased"": 139669462.0, ""capital_expenditure"": null, ""free_cash_flow"": null}"
INPP.JK,2024-06-30,"{""total_current_assets"": 2046681797513.0, ""total_non_current_assets"": 7586555863461.0, ""total_assets"": 9633237660974.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 344499176034.0, ""total_current_liabilities"": 982866469406.0, ""total_non_current_liabilities"": 2425259199831.0, ""total_liabilities"": 3408125669237.0, ""total_equity"": 6225111991737.0, ""total_debt"": 1775499875137.0, ""stockholders_equity"": 5614779491404.0}","{""total_revenue"": 556456810488.0, ""cost_of_revenue"": 181104268831.0, ""gross_income"": 375352541657.0, ""operating_expenses"": 308074239607.0, ""operating_income"": 683426781264.0, ""non_operating_income"": -367065518433.0, ""pretax_income"": 316361262831.0, ""income_taxes"": -1568121446.0, ""minorities"": 34023859818.0, ""net_income"": 280769281567.0, ""interest_expense_non_operating"": 79768993006.0, ""ebit"": 396130255837.0, ""ebitda"": null, ""diluted_shares_outstanding"": 11181572344.364796}","{""net_operating_cash_flow"": 190170394664.0, ""net_investing_cash_flow"": -263766599039.0, ""net_financing_cash_flow"": -13504967.0, ""net_increased_decreased"": -73609709342.0, ""capital_expenditure"": 173356119936.0, ""free_cash_flow"": 363526514600.0}"
RSGK.JK,2024-06-30,"{""total_current_assets"": 168318470003.0, ""total_non_current_assets"": 697000978251.0, ""total_assets"": 865319448254.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 101298260097.0, ""total_current_liabilities"": 81024636728.0, ""total_non_current_liabilities"": 18004190801.0, ""total_liabilities"": 99028827529.0, ""total_equity"": 766290620725.0, ""total_debt"": null, ""stockholders_equity"": 765490204967.0}","{""total_revenue"": 224831926447.0, ""cost_of_revenue"": 146337543123.0, ""gross_income"": 78494383324.0, ""operating_expenses"": 48066548412.0, ""operating_income"": 126560931736.0, ""non_operating_income"": -94623466931.0, ""pretax_income"": 31937464805.0, ""income_taxes"": -6655949476.0, ""minorities"": -39548950.0, ""net_income"": 25321064279.0, ""interest_expense_non_operating"": 1181029542.0, ""ebit"": 33118494347.0, ""ebitda"": null, ""diluted_shares_outstanding"": 929554488.9500735}","{""net_operating_cash_flow"": 48480035525.0, ""net_investing_cash_flow"": -38605569988.0, ""net_financing_cash_flow"": 0.0, ""net_increased_decreased"": 9874465537.0, ""capital_expenditure"": 26139533952.0, ""free_cash_flow"": 74619569477.0}"
SAPX.JK,2024-06-30,"{""total_current_assets"": 279323941420.0, ""total_non_current_assets"": 72304969045.0, ""total_assets"": 351628910465.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 65180062064.0, ""total_current_liabilities"": 162073213625.0, ""total_non_current_liabilities"": 7682232362.0, ""total_liabilities"": 169755445987.0, ""total_equity"": 181873464478.0, ""total_debt"": 106211182528.0, ""stockholders_equity"": 181873464478.0}","{""total_revenue"": 358366545052.0, ""cost_of_revenue"": 281292967039.0, ""gross_income"": 77073578013.0, ""operating_expenses"": 70016272541.0, ""operating_income"": 147089850554.0, ""non_operating_income"": -140925857770.0, ""pretax_income"": 6163992784.0, ""income_taxes"": -1356078413.0, ""minorities"": null, ""net_income"": 4807914371.0, ""interest_expense_non_operating"": 3985127499.0, ""ebit"": 10149120283.0, ""ebitda"": null, ""diluted_shares_outstanding"": 833260722.8769498}","{""net_operating_cash_flow"": -13074561233.0, ""net_investing_cash_flow"": -10824815867.0, ""net_financing_cash_flow"": 25827215918.0, ""net_increased_decreased"": 1927838818.0, ""capital_expenditure"": 2284815867.0, ""free_cash_flow"": -10789745366.0}"
SSTM.JK,2024-06-30,"{""total_current_assets"": 205246151771.0, ""total_non_current_assets"": 193244357894.0, ""total_assets"": 398490509665.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 2746185275.0, ""total_current_liabilities"": 117030378865.0, ""total_non_current_liabilities"": 36082490840.0, ""total_liabilities"": 153112869705.0, ""total_equity"": 245377639960.0, ""total_debt"": null, ""stockholders_equity"": 245377639960.0}","{""total_revenue"": 107261185204.0, ""cost_of_revenue"": 99305962347.0, ""gross_income"": 7955222857.0, ""operating_expenses"": 7066538152.0, ""operating_income"": 15021761009.0, ""non_operating_income"": -4946886820.0, ""pretax_income"": 10074874189.0, ""income_taxes"": -559116553.0, ""minorities"": null, ""net_income"": 9515757636.0, ""interest_expense_non_operating"": 108741476.0, ""ebit"": 10183615665.0, ""ebitda"": null, ""diluted_shares_outstanding"": 1189469704.5}","{""net_operating_cash_flow"": 858343588.0, ""net_investing_cash_flow"": -490000000.0, ""net_financing_cash_flow"": null, ""net_increased_decreased"": 368343588.0, ""capital_expenditure"": 490000000.0, ""free_cash_flow"": 1348343588.0}"
WIFI.JK,2024-06-30,"{""total_current_assets"": 405162558947.0, ""total_non_current_assets"": 1733333724469.0, ""total_assets"": 2138496283416.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 53396937054.0, ""total_current_liabilities"": 386954789963.0, ""total_non_current_liabilities"": 918007123781.0, ""total_liabilities"": 1304961913744.0, ""total_equity"": 833534369672.0, ""total_debt"": 1010173384335.0, ""stockholders_equity"": 831479216348.0}","{""total_revenue"": 309006179328.0, ""cost_of_revenue"": 129646454104.0, ""gross_income"": 179359725224.0, ""operating_expenses"": 30970878245.0, ""operating_income"": 210330603469.0, ""non_operating_income"": -102154961809.0, ""pretax_income"": 108175641660.0, ""income_taxes"": -18341371910.0, ""minorities"": -28744862.0, ""net_income"": 89863014612.0, ""interest_expense_non_operating"": 40316989629.0, ""ebit"": 148492631289.0, ""ebitda"": null, ""diluted_shares_outstanding"": 2359228527.4875293}","{""net_operating_cash_flow"": 74472313298.0, ""net_investing_cash_flow"": -498506937733.0, ""net_financing_cash_flow"": 437359022359.0, ""net_increased_decreased"": 13324397924.0, ""capital_expenditure"": 498506937733.0, ""free_cash_flow"": 572979251031.0}"
BABP.JK,2024-06-30,"{""gross_loan"": 10618615000000.0, ""allowance_for_loans"": 262862000000.0, ""net_loan"": 10881477000000.0, ""non_loan_asset"": null, ""total_assets"": 18202174000000.0, ""total_earning_assets"": null, ""cash_only"": 97864000000.0, ""total_cash_and_due_from_banks"": 319179000000.0, ""current_account"": 958048000000.0, ""savings_account"": 1996954000000.0, ""time_deposits"": 10830183000000.0, ""total_deposits"": 13785185000000.0, ""other_interest_bearing_liabilities"": null, ""non_interest_bearing_liabilities"": null, ""total_liabilities"": 14588857000000.0, ""total_equity"": 3613317000000.0, ""total_debt"": null, ""stockholders_equity"": 3613317000000.0, ""non_loan_assets"": 7320697000000.0}","{""interest_income"": 680528000000.0, ""interest_expenses"": 410238000000.0, ""net_interest_income"": 1090766000000.0, ""premium_income"": null, ""premium_expenses"": null, ""net_premium_income"": null, ""non_interest_income"": null, ""total_revenue"": null, ""operating_expenses"": null, ""provision_for_impairment"": -25087000000.0, ""operating_income"": 31505000000.0, ""non_operating_income"": 6627000000.0, ""pretax_income"": 37870000000.0, ""income_taxes"": -8392000000.0, ""minorities"": null, ""net_income"": 29478000000.0, ""diluted_shares_outstanding"": 35092.857142857145}","{""total_high_quality_liquid_asset"": null, ""cash_outflow"": null, ""cash_inflow"": null, ""total_net_cash_outflow"": null, ""net_operating_cash_flow"": -523333000000.0, ""net_investing_cash_flow"": -181772000000.0, ""net_financing_cash_flow"": 5655000000.0, ""net_increased_decreased"": -699450000000.0, ""realized_capital_goods_investment"": null, ""free_cash_flow"": null}"
